Date,Category,Cat_Detail,Cat_CaseCount,Cat_Percent,CAT_DEATHCOUNT,CAT_DEATHPERCENT
05-21-20,ETHNICITY,Hispanic,3124,0.164759,17,0.054
05-21-20,ETHNICITY,Pending,6491,0.342334,13,0.041
05-21-20,SEX,Female,7779,0.410263,141,0.45
05-21-20,SEX,Male,10378,0.547334,172,0.549
05-21-20,SEX,Pending,804,0.042403,0,0
05-22-20,RACE,White,7796,0.40198,183,0.58
05-22-20,RACE,Black or African American,4006,0.206559,107,0.339
05-22-20,RACE,Other/Multiracial,1854,0.095597,12,0.038
05-22-20,RACE,Asian,384,0.019800,7,0.022
05-22-20,RACE,Pending,5354,0.276065,6,0.019
05-22-20,ETHNICITY,Not Hispanic or Latino,9586,0.494277,286,0.907
05-22-20,ETHNICITY,Hispanic,3324,0.171393,17,0.053
05-22-20,ETHNICITY,Pending,6484,0.33433,12,0.038
05-22-20,SEX,Female,7987,0.411828,143,0.453
05-22-20,SEX,Male,10627,0.547953,172,0.546
05-22-20,SEX,Pending,780,0.040219,0,0
05-23-20,RACE,White,7933,0.400879,193,0.586
05-23-20,RACE,Black or African American,4075,0.205922,108,0.328
05-23-20,RACE,Other/Multiracial,1954,0.098742,13,0.039
05-23-20,RACE,Asian,385,0.019455,7,0.021
05-23-20,RACE,Pending,5442,0.275001,8,0.024
05-23-20,ETHNICITY,Not Hispanic or Latino,9898,0.500177,297,0.902
05-23-20,ETHNICITY,Hispanic,3470,0.17535,19,0.057
05-23-20,ETHNICITY,Pending,6421,0.324473,13,0.039
05-23-20,SEX,Female,8188,0.413765,148,0.449
05-23-20,SEX,Male,10823,0.54692,181,0.55
05-23-20,SEX,Pending,778,0.039315,0,0
05-24-20,RACE,White,8040,0.399106,195,0.58
05-24-20,RACE,Black or African American,4139,0.20546,112,0.333
05-24-20,RACE,Other/Multiracial,2002,0.099379,13,0.038
05-24-20,RACE,Asian,387,0.019211,7,0.02
05-24-20,RACE,Pending,5577,0.276843,9,0.026
05-24-20,ETHNICITY,Not Hispanic or Latino,10011,0.496947,300,0.892
05-24-20,ETHNICITY,Hispanic,3578,0.177612,20,0.059
05-24-20,ETHNICITY,Pending,6556,0.325441,16,0.047
05-24-20,SEX,Female,8363,0.41514,149,0.443
05-24-20,SEX,Male,11004,0.54624,187,0.556
05-24-20,SEX,Pending,778,0.038620,0,0
05-25-20,RACE,White,8135,0.394769,196,0.579
05-25-20,RACE,Black or African American,4203,0.20396,113,0.334
05-25-20,RACE,Other/Multiracial,2066,0.100257,13,0.038
05-25-20,RACE,Asian,390,0.018926,7,0.02
05-25-20,RACE,Pending,5813,0.282089,9,0.026
05-25-20,ETHNICITY,Not Hispanic or Latino,10117,0.49095,302,0.893
05-25-20,ETHNICITY,Hispanic,3706,0.179842,20,0.059
05-25-20,ETHNICITY,Pending,6784,0.329209,16,0.047
05-25-20,SEX,Female,8567,0.415733,151,0.446
05-25-20,SEX,Male,11256,0.546222,187,0.553
05-25-20,SEX,Pending,784,0.038045,0,0
05-26-20,RACE,White,8273,0.39461,199,0.58
05-26-20,RACE,Black or African American,4266,0.203482,115,0.335
05-26-20,RACE,Other/Multiracial,2172,0.103601,13,0.037
05-26-20,RACE,Asian,394,0.018793,7,0.02
05-26-20,RACE,Pending,5860,0.279513,9,0.026
05-26-20,ETHNICITY,Not Hispanic or Latino,10265,0.489626,305,0.889
05-26-20,ETHNICITY,Hispanic,3851,0.183687,20,0.058
05-26-20,ETHNICITY,Pending,6849,0.326687,18,0.052
05-26-20,SEX,Female,8721,0.415979,151,0.44
05-26-20,SEX,Male,11445,0.54591,192,0.559
05-26-20,SEX,Pending,799,0.038111,0,0
05-27-20,RACE,White,8465,0.397306,199,0.563
05-27-20,RACE,Black or African American,4383,0.205717,121,0.342
05-27-20,RACE,Other/Multiracial,2316,0.108702,17,0.048
05-27-20,RACE,Asian,397,0.018633,7,0.019
05-27-20,RACE,Pending,5745,0.269642,9,0.025
05-27-20,ETHNICITY,Not Hispanic or Latino,10507,0.493147,313,0.886
05-27-20,ETHNICITY,Hispanic,4118,0.193279,22,0.062
05-27-20,ETHNICITY,Pending,6681,0.313574,18,0.05
05-27-20,SEX,Female,8889,0.417206,157,0.444
05-27-20,SEX,Male,11613,0.545058,196,0.555
05-27-20,SEX,Pending,804,0.037736,0,0
05-28-20,RACE,White,8696,0.401126,200,0.561
05-28-20,RACE,Black or African American,4460,0.205729,123,0.345
05-28-20,RACE,Other/Multiracial,2469,0.113889,17,0.047
05-28-20,RACE,Asian,402,0.018543,7,0.019
05-28-20,RACE,Pending,5652,0.260713,9,0.025
05-28-20,ETHNICITY,Not Hispanic or Latino,10733,0.495087,315,0.884
05-28-20,ETHNICITY,Hispanic,4316,0.199087,22,0.061
05-28-20,ETHNICITY,Pending,6630,0.305826,19,0.053
05-28-20,SEX,Female,9070,0.418377,160,0.449
05-28-20,SEX,Male,11834,0.545874,196,0.55
05-28-20,SEX,Pending,775,0.035749,0,0
05-29-20,RACE,White,8908,0.403351,200,0.555
05-29-20,RACE,Black or African American,4511,0.204256,125,0.347
05-29-20,RACE,Other/Multiracial,2565,0.116142,18,0.05
05-29-20,RACE,Asian,406,0.018384,7,0.019
05-29-20,RACE,Pending,5695,0.257867,10,0.027
05-29-20,ETHNICITY,Not Hispanic or Latino,10894,0.493276,317,0.88
05-29-20,ETHNICITY,Hispanic,4516,0.204483,23,0.063
05-29-20,ETHNICITY,Pending,6675,0.302241,20,0.055
05-29-20,SEX,Female,9267,0.419606,163,0.452
05-29-20,SEX,Male,12044,0.545348,197,0.547
05-29-20,SEX,Pending,774,0.035046,0,0
05-30-20,RACE,White,9822,0.435257,203,0.557
05-30-20,RACE,Black or African American,5124,0.227067,126,0.346
05-30-20,RACE,Other/Multiracial,2713,0.120225,18,0.049
05-30-20,RACE,Asian,410,0.018169,7,0.019
05-30-20,RACE,Pending,4497,0.199282,10,0.027
05-30-20,ETHNICITY,Not Hispanic or Latino,11130,0.49322,320,0.879
05-30-20,ETHNICITY,Hispanic,4798,0.212621,23,0.063
05-30-20,ETHNICITY,Pending,6638,0.294159,21,0.057
05-30-20,SEX,Female,9508,0.421342,166,0.456
05-30-20,SEX,Male,12280,0.544182,198,0.543
05-30-20,SEX,Pending,778,0.034477,0,0
05-31-20,RACE,White,9934,0.4318,203,0.557
05-31-20,RACE,Black or African American,5202,0.226115,127,0.348
05-31-20,RACE,Other/Multiracial,2799,0.121664,18,0.049
05-31-20,RACE,Asian,411,0.017865,7,0.019
05-31-20,RACE,Pending,4660,0.202556,9,0.024
05-31-20,ETHNICITY,Not Hispanic or Latino,11275,0.49009,321,0.881
05-31-20,ETHNICITY,Hispanic,4930,0.214292,23,0.063
05-31-20,ETHNICITY,Pending,6801,0.295619,20,0.054
05-31-20,SEX,Female,9717,0.422368,166,0.456
05-31-20,SEX,Male,12507,0.543641,198,0.543
05-31-20,SEX,Pending,782,0.033991,0,0
06-01-20,RACE,White,10114,0.429396,205,0.558
06-01-20,RACE,Black or African American,5265,0.223529,129,0.351
06-01-20,RACE,Other/Multiracial,2866,0.121678,18,0.049
06-01-20,RACE,Asian,413,0.017534,7,0.019
06-01-20,RACE,Pending,4896,0.207863,8,0.021
06-01-20,ETHNICITY,Not Hispanic or Latino,11446,0.485947,325,0.885
06-01-20,ETHNICITY,Hispanic,5144,0.218392,23,0.062
06-01-20,ETHNICITY,Pending,6964,0.295661,19,0.051
06-01-20,SEX,Female,9959,0.422816,168,0.457
06-01-20,SEX,Male,12812,0.543942,199,0.542
06-01-20,SEX,Pending,783,0.033243,0,0
06-02-20,RACE,White,10340,0.424205,212,0.556
06-02-20,RACE,Black or African American,5378,0.220636,131,0.343
06-02-20,RACE,Other/Multiracial,3345,0.137231,19,0.049
06-02-20,RACE,Asian,417,0.017108,7,0.018
06-02-20,RACE,Pending,4895,0.200821,12,0.031
06-02-20,ETHNICITY,Not Hispanic or Latino,11668,0.478687,332,0.871
06-02-20,ETHNICITY,Hispanic,5368,0.220226,26,0.068
06-02-20,ETHNICITY,Pending,7339,0.301087,23,0.06
06-02-20,SEX,Female,10175,0.417436,175,0.459
06-02-20,SEX,Male,13119,0.538215,206,0.54
06-02-20,SEX,Pending,1081,0.044349,0,0
06-03-20,RACE,White,10589,0.426597,214,0.551
06-03-20,RACE,Black or African American,5472,0.22045,131,0.337
06-03-20,RACE,Other/Multiracial,3546,0.142857,21,0.054
06-03-20,RACE,Asian,423,0.017041,7,0.018
06-03-20,RACE,Pending,4792,0.193055,15,0.038
06-03-20,ETHNICITY,Not Hispanic or Latino,11937,0.480904,333,0.858
06-03-20,ETHNICITY,Hispanic,5613,0.22613,28,0.072
06-03-20,ETHNICITY,Pending,7272,0.292966,27,0.069
06-03-20,SEX,Female,10369,0.417734,179,0.461
06-03-20,SEX,Male,13448,0.541777,209,0.538
06-03-20,SEX,Pending,1005,0.040488,0,0
06-04-20,RACE,White,10736,0.427389,223,0.556
06-04-20,RACE,Black or African American,5551,0.220979,136,0.339
06-04-20,RACE,Other/Multiracial,3613,0.14383,21,0.052
06-04-20,RACE,Asian,427,0.016998,7,0.017
06-04-20,RACE,Pending,4793,0.190804,14,0.034
06-04-20,ETHNICITY,Not Hispanic or Latino,12130,0.482882,346,0.862
06-04-20,ETHNICITY,Hispanic,5773,0.229817,30,0.074
06-04-20,ETHNICITY,Pending,7217,0.287301,25,0.062
06-04-20,SEX,Female,10527,0.419068,187,0.466
06-04-20,SEX,Male,13617,0.542078,214,0.533
06-04-20,SEX,Pending,976,0.038854,0,0
06-05-20,RACE,White,10989,0.430603,228,0.558
06-05-20,RACE,Black or African American,5717,0.22402,138,0.338
06-05-20,RACE,Other/Multiracial,3666,0.143652,21,0.051
06-05-20,RACE,Asian,434,0.017006,7,0.017
06-05-20,RACE,Pending,4714,0.184718,14,0.034
06-05-20,ETHNICITY,Not Hispanic or Latino,12365,0.484522,351,0.86
06-05-20,ETHNICITY,Hispanic,5972,0.234013,31,0.075
06-05-20,ETHNICITY,Pending,7183,0.281466,26,0.063
06-05-20,SEX,Female,10742,0.420925,189,0.463
06-05-20,SEX,Male,13819,0.541497,219,0.536
06-05-20,SEX,Pending,959,0.037578,0,0
06-06-20,RACE,White,11179,0.428791,231,0.553
06-06-20,RACE,Black or African American,5784,0.221856,141,0.338
06-06-20,RACE,Other/Multiracial,3833,0.147022,22,0.052
06-06-20,RACE,Asian,439,0.016839,8,0.019
06-06-20,RACE,Pending,4836,0.185493,15,0.035
06-06-20,ETHNICITY,Not Hispanic or Latino,12534,0.480764,357,0.856
06-06-20,ETHNICITY,Hispanic,6149,0.235856,32,0.076
06-06-20,ETHNICITY,Pending,7388,0.28338,28,0.067
06-06-20,SEX,Female,11003,0.42204,194,0.465
06-06-20,SEX,Male,14108,0.541138,223,0.534
06-06-20,SEX,Pending,960,0.036823,0,0
06-07-20,RACE,White,11315,0.428907,231,0.552
06-07-20,RACE,Black or African American,5858,0.222054,142,0.339
06-07-20,RACE,Other/Multiracial,3837,0.145446,22,0.052
06-07-20,RACE,Asian,441,0.016717,8,0.019
06-07-20,RACE,Pending,4930,0.186877,15,0.035
06-07-20,ETHNICITY,Not Hispanic or Latino,12673,0.480384,358,0.856
06-07-20,ETHNICITY,Hispanic,6273,0.237785,32,0.076
06-07-20,ETHNICITY,Pending,7435,0.281832,28,0.066
06-07-20,SEX,Female,11155,0.422842,195,0.466
06-07-20,SEX,Male,14268,0.540844,223,0.533
06-07-20,SEX,Pending,958,0.036314,0,0
06-08-20,RACE,White,11451,0.424993,234,0.555
06-08-20,RACE,Black or African American,5915,0.219529,142,0.337
06-08-20,RACE,Other/Multiracial,3926,0.14571,23,0.054
06-08-20,RACE,Asian,451,0.016738,8,0.019
06-08-20,RACE,Pending,5201,0.19303,14,0.033
06-08-20,ETHNICITY,Not Hispanic or Latino,12811,0.475468,361,0.857
06-08-20,ETHNICITY,Hispanic,6400,0.23753,32,0.076
06-08-20,ETHNICITY,Pending,7733,0.287003,28,0.066
06-08-20,SEX,Female,11430,0.424213,196,0.465
06-08-20,SEX,Male,14545,0.539823,225,0.534
06-08-20,SEX,Pending,969,0.035963,0,0
06-09-20,RACE,White,11778,0.427126,241,0.554
06-09-20,RACE,Black or African American,6052,0.219474,148,0.34
06-09-20,RACE,Other/Multiracial,4091,0.148359,22,0.05
06-09-20,RACE,Asian,457,0.016573,9,0.02
06-09-20,RACE,Pending,5197,0.188468,15,0.034
06-09-20,ETHNICITY,Not Hispanic or Latino,13126,0.476011,371,0.852
06-09-20,ETHNICITY,Hispanic,6693,0.24272,32,0.073
06-09-20,ETHNICITY,Pending,7756,0.281269,32,0.073
06-09-20,SEX,Female,11756,0.426328,203,0.466
06-09-20,SEX,Male,14858,0.538821,231,0.531
06-09-20,SEX,Pending,961,0.034850,1,0.002
06-10-20,RACE,White,12004,0.430729,245,0.561
06-10-20,RACE,Black or African American,6185,0.221931,147,0.337
06-10-20,RACE,Other/Multiracial,4213,0.151172,22,0.05
06-10-20,RACE,Asian,461,0.016542,9,0.02
06-10-20,RACE,Pending,5006,0.179626,13,0.029
06-10-20,ETHNICITY,Not Hispanic or Latino,13402,0.480893,375,0.86
06-10-20,ETHNICITY,Hispanic,6933,0.248771,31,0.071
06-10-20,ETHNICITY,Pending,7534,0.270336,30,0.068
06-10-20,SEX,Female,11929,0.428038,206,0.472
06-10-20,SEX,Male,14992,0.537945,230,0.527
06-10-20,SEX,Pending,948,0.034016,0,0
06-11-20,RACE,White,12204,0.430628,248,0.562
06-11-20,RACE,Black or African American,6319,0.222971,148,0.335
06-11-20,RACE,Other/Multiracial,4379,0.154517,23,0.052
06-11-20,RACE,Asian,464,0.016373,9,0.02
06-11-20,RACE,Pending,4974,0.175512,13,0.029
06-11-20,ETHNICITY,Not Hispanic or Latino,13686,0.482922,377,0.854
06-11-20,ETHNICITY,Hispanic,7184,0.253493,33,0.074
06-11-20,ETHNICITY,Pending,7470,0.263585,31,0.07
06-11-20,SEX,Female,12143,0.428476,206,0.467
06-11-20,SEX,Male,15272,0.538885,235,0.532
06-11-20,SEX,Pending,925,0.032639,0,0
06-12-20,RACE,White,12617,0.433187,261,0.557
06-12-20,RACE,Black or African American,6396,0.219598,162,0.346
06-12-20,RACE,Other/Multiracial,4579,0.157213,21,0.044
06-12-20,RACE,Asian,467,0.016034,10,0.021
06-12-20,RACE,Pending,5067,0.173968,14,0.029
06-12-20,ETHNICITY,Not Hispanic or Latino,14045,0.482215,403,0.861
06-12-20,ETHNICITY,Hispanic,7479,0.256781,33,0.07
06-12-20,ETHNICITY,Pending,7602,0.261004,32,0.068
06-12-20,SEX,Female,12485,0.428655,214,0.457
06-12-20,SEX,Male,15684,0.538488,254,0.542
06-12-20,SEX,Pending,957,0.032857,0,0
06-13-20,RACE,White,12842,0.434718,265,0.561
06-13-20,RACE,Black or African American,6500,0.220033,162,0.343
06-13-20,RACE,Other/Multiracial,4720,0.159778,21,0.044
06-13-20,RACE,Asian,467,0.015809,10,0.021
06-13-20,RACE,Pending,5012,0.169663,14,0.029
06-13-20,ETHNICITY,Not Hispanic or Latino,14310,0.484411,407,0.862
06-13-20,ETHNICITY,Hispanic,7690,0.260316,33,0.069
06-13-20,ETHNICITY,Pending,7541,0.255272,32,0.067
06-13-20,SEX,Female,12689,0.429539,217,0.459
06-13-20,SEX,Male,15903,0.538337,255,0.54
06-13-20,SEX,Pending,949,0.032125,0,0
06-14-20,RACE,White,12989,0.42682,266,0.56
06-14-20,RACE,Black or African American,6570,0.215891,162,0.341
06-14-20,RACE,Other/Multiracial,4893,0.160785,21,0.044
06-14-20,RACE,Asian,469,0.015411,10,0.021
06-14-20,RACE,Pending,5511,0.181092,16,0.033
06-14-20,ETHNICITY,Not Hispanic or Latino,14474,0.475618,408,0.858
06-14-20,ETHNICITY,Hispanic,7817,0.256868,33,0.069
06-14-20,ETHNICITY,Pending,8141,0.267514,34,0.071
06-14-20,SEX,Female,13105,0.430632,219,0.461
06-14-20,SEX,Male,16357,0.537493,256,0.538
06-14-20,SEX,Pending,970,0.031874,0,0
06-15-20,RACE,White,13117,0.420956,270,0.559
06-15-20,RACE,Black or African American,6632,0.212837,164,0.339
06-15-20,RACE,Other/Multiracial,4960,0.159178,22,0.045
06-15-20,RACE,Asian,472,0.015148,10,0.02
06-15-20,RACE,Pending,5979,0.191881,17,0.035
06-15-20,ETHNICITY,Not Hispanic or Latino,14622,0.469255,413,0.855
06-15-20,ETHNICITY,Hispanic,7995,0.256579,34,0.07
06-15-20,ETHNICITY,Pending,8543,0.274166,36,0.074
06-15-20,SEX,Female,13483,0.432702,222,0.459
06-15-20,SEX,Male,16695,0.535783,261,0.54
06-15-20,SEX,Pending,982,0.031515,0,0
06-16-20,RACE,White,13346,0.41929,277,0.561
06-16-20,RACE,Black or African American,6712,0.21087,165,0.334
06-16-20,RACE,Other/Multiracial,5072,0.159347,23,0.046
06-16-20,RACE,Asian,484,0.015206,10,0.02
06-16-20,RACE,Pending,6216,0.195287,18,0.036
06-16-20,ETHNICITY,Not Hispanic or Latino,14875,0.467326,421,0.853
06-16-20,ETHNICITY,Hispanic,8242,0.258938,35,0.07
06-16-20,ETHNICITY,Pending,8713,0.273735,37,0.075
06-16-20,SEX,Female,13793,0.433333,224,0.454
06-16-20,SEX,Male,17049,0.535627,269,0.545
06-16-20,SEX,Pending,988,0.031040,0,0
06-17-20,RACE,White,13596,0.422985,282,0.567404
06-17-20,RACE,Black or African American,6801,0.211586,166,0.334004
06-17-20,RACE,Other/Multiracial,5209,0.162057,23,0.046278
06-17-20,RACE,Asian,487,0.015151,10,0.020121
06-17-20,RACE,Pending,6050,0.188221,16,0.032193
06-17-20,ETHNICITY,Not Hispanic or Latino,15125,0.470553,427,0.859155
06-17-20,ETHNICITY,Hispanic,8484,0.263945,35,0.070423
06-17-20,ETHNICITY,Pending,8534,0.265501,35,0.070423
06-17-20,SEX,Female,13957,0.434216,228,0.458753
06-17-20,SEX,Male,17211,0.535451,269,0.541247
06-17-20,SEX,Pending,975,0.030333,0,0
