Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
03/09/2020,Delaware,0,0,1,1
03/10/2020,Delaware,0,0,1,2
03/11/2020,Delaware,0,0,2,4
03/12/2020,Delaware,1,1,1,5
03/13/2020,Delaware,0,1,1,6
03/14/2020,Delaware,0,1,1,7
03/15/2020,Delaware,0,1,5,12
03/16/2020,Delaware,0,1,0,12
03/17/2020,Delaware,0,1,0,12
03/18/2020,Delaware,0,1,1,13
03/19/2020,Delaware,0,1,4,17
03/20/2020,Delaware,0,1,8,25
03/21/2020,Delaware,2,3,10,35
03/22/2020,Delaware,0,3,10,45
03/23/2020,Delaware,0,3,5,50
03/24/2020,Delaware,2,5,5,55
03/25/2020,Delaware,2,7,12,67
03/26/2020,Delaware,1,8,7,74
03/27/2020,Delaware,0,8,13,87
03/28/2020,Delaware,0,8,4,91
03/29/2020,Delaware,3,11,12,103
03/30/2020,Delaware,5,16,11,114
03/31/2020,Delaware,4,20,13,127
04/01/2020,Delaware,2,22,7,134
04/02/2020,Delaware,2,24,9,143
04/03/2020,Delaware,2,26,18,161
04/04/2020,Delaware,1,27,12,173
04/05/2020,Delaware,2,29,28,201
04/06/2020,Delaware,7,36,30,231
04/07/2020,Delaware,1,37,16,247
04/08/2020,Delaware,0,37,22,269
04/09/2020,Delaware,2,39,20,289
04/10/2020,Delaware,0,39,17,306
04/11/2020,Delaware,0,39,10,316
04/12/2020,Delaware,3,42,14,330
04/13/2020,Delaware,3,45,48,378
04/14/2020,Delaware,1,46,7,385
04/15/2020,Delaware,1,47,9,394
04/16/2020,Delaware,1,48,10,404
04/17/2020,Delaware,1,49,8,412
04/18/2020,Delaware,0,49,10,422
04/19/2020,Delaware,0,49,5,427
04/20/2020,Delaware,0,49,3,430
04/21/2020,Delaware,1,50,18,448
04/22/2020,Delaware,0,50,21,469
04/23/2020,Delaware,1,51,15,484
04/24/2020,Delaware,7,58,135,619
04/25/2020,Delaware,0,58,35,654
04/26/2020,Delaware,0,58,21,675
04/27/2020,Delaware,1,59,16,691
04/28/2020,Delaware,1,60,14,705
04/29/2020,Delaware,1,61,24,729
04/30/2020,Delaware,0,61,24,753
05/01/2020,Delaware,0,61,29,782
05/02/2020,Delaware,0,61,28,810
05/03/2020,Delaware,1,62,54,864
05/04/2020,Delaware,0,62,31,895
05/05/2020,Delaware,0,62,30,925
05/06/2020,Delaware,1,63,30,955
05/07/2020,Delaware,0,63,24,979
05/08/2020,Delaware,0,63,30,1009
05/09/2020,Delaware,1,64,33,1042
05/10/2020,Delaware,1,65,19,1061
05/11/2020,Delaware,0,65,50,1111
05/12/2020,Delaware,1,66,53,1164
05/13/2020,Delaware,1,67,136,1300
05/14/2020,Delaware,0,67,120,1420
05/15/2020,Delaware,1,68,70,1490
05/16/2020,Delaware,1,69,51,1541
05/17/2020,Delaware,0,69,56,1597
05/18/2020,Delaware,0,69,65,1662
05/19/2020,Delaware,0,69,45,1707
05/20/2020,Delaware,2,71,65,1772
05/21/2020,Delaware,1,72,124,1896
05/22/2020,Delaware,2,74,51,1947
05/23/2020,Delaware,3,77,80,2027
05/24/2020,Delaware,0,77,44,2071
05/25/2020,Delaware,0,77,22,2093
05/26/2020,Delaware,1,78,205,2298
05/27/2020,Delaware,0,78,213,2511
05/28/2020,Delaware,1,79,156,2667
05/29/2020,Delaware,0,79,123,2790
05/30/2020,Delaware,0,79,209,2999
05/31/2020,Delaware,2,81,96,3095
06/01/2020,Delaware,1,82,138,3233
06/02/2020,Delaware,0,82,195,3428
06/03/2020,Delaware,0,82,171,3599
06/04/2020,Delaware,2,84,129,3728
06/05/2020,Delaware,1,85,217,3945
06/06/2020,Delaware,0,85,124,4069
06/07/2020,Delaware,0,85,164,4233
06/08/2020,Delaware,1,86,194,4427
06/09/2020,Delaware,1,87,198,4625
06/10/2020,Delaware,1,88,173,4798
06/11/2020,Delaware,0,88,92,4890
06/12/2020,Delaware,0,88,110,5000
06/13/2020,Delaware,0,88,181,5181
06/14/2020,Delaware,0,88,111,5292
06/15/2020,Delaware,0,88,206,5498
06/16/2020,Delaware,1,89,202,5700
06/17/2020,Delaware,0,89,116,5816
06/18/2020,Delaware,0,89,143,5959
06/19/2020,Delaware,1,90,144,6103
06/20/2020,Delaware,0,90,167,6270
06/21/2020,Delaware,0,90,134,6404
06/22/2020,Delaware,1,91,167,6571
06/23/2020,Delaware,0,91,91,6662
06/24/2020,Delaware,0,91,215,6877
06/25/2020,Delaware,0,91,69,6946
06/26/2020,Delaware,0,91,131,7077
03/02/2020,Dutchess,0,0,0,0
03/03/2020,Dutchess,0,0,0,0
03/04/2020,Dutchess,0,0,0,0
03/05/2020,Dutchess,0,0,0,0
03/06/2020,Dutchess,0,0,0,0
03/07/2020,Dutchess,0,0,0,0
03/08/2020,Dutchess,0,0,0,0
03/09/2020,Dutchess,0,0,0,0
03/10/2020,Dutchess,0,0,2,2
03/11/2020,Dutchess,1,1,5,7
03/12/2020,Dutchess,0,1,3,10
03/13/2020,Dutchess,2,3,10,20
03/14/2020,Dutchess,4,7,17,37
03/15/2020,Dutchess,3,10,20,57
03/16/2020,Dutchess,6,16,32,89
03/17/2020,Dutchess,4,20,23,112
03/18/2020,Dutchess,11,31,107,219
03/19/2020,Dutchess,5,36,59,278
03/20/2020,Dutchess,13,49,205,483
03/21/2020,Dutchess,33,82,205,688
03/22/2020,Dutchess,18,100,135,823
03/23/2020,Dutchess,24,124,111,934
03/24/2020,Dutchess,29,153,146,1080
03/25/2020,Dutchess,37,190,209,1289
03/26/2020,Dutchess,35,225,155,1444
03/27/2020,Dutchess,37,262,200,1644
03/28/2020,Dutchess,58,320,195,1839
03/29/2020,Dutchess,72,392,227,2066
03/30/2020,Dutchess,92,484,300,2366
03/31/2020,Dutchess,63,547,196,2562
04/01/2020,Dutchess,120,667,330,2892
04/02/2020,Dutchess,142,809,415,3307
04/03/2020,Dutchess,129,938,447,3754
04/04/2020,Dutchess,139,1077,352,4106
04/05/2020,Dutchess,112,1189,338,4444
04/06/2020,Dutchess,60,1249,335,4779
04/07/2020,Dutchess,146,1395,462,5241
04/08/2020,Dutchess,98,1493,512,5753
04/09/2020,Dutchess,105,1598,509,6262
04/10/2020,Dutchess,146,1744,584,6846
04/11/2020,Dutchess,94,1838,431,7277
04/12/2020,Dutchess,43,1881,499,7776
04/13/2020,Dutchess,53,1934,566,8342
04/14/2020,Dutchess,114,2048,487,8829
04/15/2020,Dutchess,37,2085,314,9143
04/16/2020,Dutchess,57,2142,300,9443
04/17/2020,Dutchess,59,2201,381,9824
04/18/2020,Dutchess,39,2240,196,10020
04/19/2020,Dutchess,44,2284,357,10377
04/20/2020,Dutchess,47,2331,209,10586
04/21/2020,Dutchess,60,2391,313,10899
04/22/2020,Dutchess,69,2460,366,11265
04/23/2020,Dutchess,57,2517,374,11639
04/24/2020,Dutchess,143,2660,913,12552
04/25/2020,Dutchess,69,2729,485,13037
04/26/2020,Dutchess,64,2793,389,13426
04/27/2020,Dutchess,24,2817,223,13649
04/28/2020,Dutchess,64,2881,566,14215
04/29/2020,Dutchess,73,2954,427,14642
04/30/2020,Dutchess,48,3002,443,15085
05/01/2020,Dutchess,47,3049,473,15558
05/02/2020,Dutchess,37,3086,434,15992
05/03/2020,Dutchess,45,3131,370,16362
05/04/2020,Dutchess,20,3151,307,16669
05/05/2020,Dutchess,41,3192,370,17039
05/06/2020,Dutchess,41,3233,438,17477
05/07/2020,Dutchess,44,3277,482,17959
05/08/2020,Dutchess,42,3319,534,18493
05/09/2020,Dutchess,40,3359,471,18964
05/10/2020,Dutchess,19,3378,348,19312
05/11/2020,Dutchess,21,3399,216,19528
05/12/2020,Dutchess,30,3429,387,19915
05/13/2020,Dutchess,45,3474,459,20374
05/14/2020,Dutchess,24,3498,394,20768
05/15/2020,Dutchess,29,3527,627,21395
05/16/2020,Dutchess,16,3543,491,21886
05/17/2020,Dutchess,9,3552,337,22223
05/18/2020,Dutchess,158,3710,972,23195
05/19/2020,Dutchess,14,3724,536,23731
05/20/2020,Dutchess,21,3745,573,24304
05/21/2020,Dutchess,22,3767,556,24860
05/22/2020,Dutchess,26,3793,549,25409
05/23/2020,Dutchess,14,3807,874,26283
05/24/2020,Dutchess,18,3825,650,26933
05/25/2020,Dutchess,9,3834,301,27234
05/26/2020,Dutchess,13,3847,423,27657
05/27/2020,Dutchess,20,3867,911,28568
05/28/2020,Dutchess,20,3887,1257,29825
05/29/2020,Dutchess,12,3899,1265,31090
05/30/2020,Dutchess,10,3909,765,31855
05/31/2020,Dutchess,15,3924,1034,32889
06/01/2020,Dutchess,12,3936,936,33825
06/02/2020,Dutchess,15,3951,1003,34828
06/03/2020,Dutchess,11,3962,771,35599
06/04/2020,Dutchess,22,3984,1166,36765
06/05/2020,Dutchess,11,3995,1072,37837
06/06/2020,Dutchess,5,4000,793,38630
06/07/2020,Dutchess,6,4006,906,39536
06/08/2020,Dutchess,10,4016,717,40253
06/09/2020,Dutchess,6,4022,944,41197
06/10/2020,Dutchess,5,4027,1072,42269
06/11/2020,Dutchess,8,4035,1046,43315
06/12/2020,Dutchess,14,4049,1186,44501
06/13/2020,Dutchess,7,4056,766,45267
06/14/2020,Dutchess,12,4068,1161,46428
06/15/2020,Dutchess,7,4075,817,47245
06/16/2020,Dutchess,2,4077,841,48086
06/17/2020,Dutchess,11,4088,1071,49157
06/18/2020,Dutchess,22,4110,1206,50363
06/19/2020,Dutchess,17,4127,978,51341
06/20/2020,Dutchess,11,4138,1101,52442
06/21/2020,Dutchess,7,4145,781,53223
06/22/2020,Dutchess,5,4150,494,53717
06/23/2020,Dutchess,8,4158,595,54312
06/24/2020,Dutchess,18,4176,1245,55557
06/25/2020,Dutchess,3,4179,958,56515
06/26/2020,Dutchess,12,4191,1099,57614
03/02/2020,Erie,0,0,0,0
03/03/2020,Erie,0,0,0,0
03/04/2020,Erie,0,0,6,6
03/05/2020,Erie,0,0,6,12
03/06/2020,Erie,0,0,0,12
03/07/2020,Erie,0,0,2,14
03/08/2020,Erie,0,0,1,15
03/09/2020,Erie,0,0,1,16
03/10/2020,Erie,0,0,2,18
03/11/2020,Erie,0,0,0,18
03/12/2020,Erie,0,0,13,31
03/13/2020,Erie,0,0,5,36
03/14/2020,Erie,3,3,22,58
03/15/2020,Erie,3,6,10,68
03/16/2020,Erie,1,7,2,70
03/17/2020,Erie,0,7,2,72
03/18/2020,Erie,21,28,130,202
03/19/2020,Erie,3,31,43,245
03/20/2020,Erie,7,38,55,300
03/21/2020,Erie,16,54,111,411
03/22/2020,Erie,33,87,247,658
03/23/2020,Erie,20,107,100,758
03/24/2020,Erie,15,122,114,872
03/25/2020,Erie,12,134,116,988
03/26/2020,Erie,85,219,348,1336
03/27/2020,Erie,99,318,370,1706
03/28/2020,Erie,40,358,126,1832
03/29/2020,Erie,18,376,67,1899
03/30/2020,Erie,62,438,189,2088
03/31/2020,Erie,26,464,119,2207
04/01/2020,Erie,153,617,571,2778
04/02/2020,Erie,103,720,429,3207
04/03/2020,Erie,88,808,317,3524
04/04/2020,Erie,110,918,402,3926
04/05/2020,Erie,105,1023,549,4475
04/06/2020,Erie,112,1135,396,4871
04/07/2020,Erie,70,1205,295,5166
04/08/2020,Erie,157,1362,458,5624
04/09/2020,Erie,47,1409,309,5933
04/10/2020,Erie,63,1472,297,6230
04/11/2020,Erie,99,1571,317,6547
04/12/2020,Erie,53,1624,182,6729
04/13/2020,Erie,44,1668,223,6952
04/14/2020,Erie,83,1751,326,7278
04/15/2020,Erie,99,1850,394,7672
04/16/2020,Erie,79,1929,348,8020
04/17/2020,Erie,68,1997,262,8282
04/18/2020,Erie,73,2070,367,8649
04/19/2020,Erie,39,2109,199,8848
04/20/2020,Erie,38,2147,258,9106
04/21/2020,Erie,86,2233,347,9453
04/22/2020,Erie,217,2450,1307,10760
04/23/2020,Erie,153,2603,982,11742
04/24/2020,Erie,170,2773,872,12614
04/25/2020,Erie,181,2954,795,13409
04/26/2020,Erie,67,3021,508,13917
04/27/2020,Erie,68,3089,586,14503
04/28/2020,Erie,107,3196,716,15219
04/29/2020,Erie,123,3319,885,16104
04/30/2020,Erie,162,3481,905,17009
05/01/2020,Erie,117,3598,1058,18067
05/02/2020,Erie,112,3710,799,18866
05/03/2020,Erie,92,3802,760,19626
05/04/2020,Erie,89,3891,779,20405
05/05/2020,Erie,117,4008,1498,21903
05/06/2020,Erie,128,4136,1164,23067
05/07/2020,Erie,119,4255,1008,24075
05/08/2020,Erie,82,4337,1049,25124
05/09/2020,Erie,116,4453,1231,26355
05/10/2020,Erie,30,4483,386,26741
05/11/2020,Erie,47,4530,696,27437
05/12/2020,Erie,76,4606,1591,29028
05/13/2020,Erie,65,4671,1664,30692
05/14/2020,Erie,111,4782,1690,32382
05/15/2020,Erie,85,4867,1164,33546
05/16/2020,Erie,87,4954,1827,35373
05/17/2020,Erie,39,4993,628,36001
05/18/2020,Erie,44,5037,934,36935
05/19/2020,Erie,94,5131,2198,39133
05/20/2020,Erie,139,5270,2974,42107
05/21/2020,Erie,127,5397,2175,44282
05/22/2020,Erie,155,5552,2767,47049
05/23/2020,Erie,74,5626,1742,48791
05/24/2020,Erie,74,5700,1718,50509
05/25/2020,Erie,53,5753,1334,51843
05/26/2020,Erie,57,5810,1572,53415
05/27/2020,Erie,76,5886,2367,55782
05/28/2020,Erie,49,5935,1944,57726
05/29/2020,Erie,79,6014,2434,60160
05/30/2020,Erie,56,6070,2402,62562
05/31/2020,Erie,53,6123,1951,64513
06/01/2020,Erie,50,6173,2225,66738
06/02/2020,Erie,61,6234,3364,70102
06/03/2020,Erie,74,6308,2639,72741
06/04/2020,Erie,51,6359,2896,75637
06/05/2020,Erie,70,6429,4101,79738
06/06/2020,Erie,57,6486,2102,81840
06/07/2020,Erie,45,6531,1670,83510
06/08/2020,Erie,64,6595,3600,87110
06/09/2020,Erie,21,6616,2358,89468
06/10/2020,Erie,43,6659,2427,91895
06/11/2020,Erie,58,6717,3047,94942
06/12/2020,Erie,36,6753,2819,97761
06/13/2020,Erie,32,6785,2624,100385
06/14/2020,Erie,32,6817,1796,102181
06/15/2020,Erie,35,6852,2174,104355
06/16/2020,Erie,30,6882,2419,106774
06/17/2020,Erie,38,6920,2888,109662
06/18/2020,Erie,35,6955,3405,113067
06/19/2020,Erie,25,6980,3055,116122
06/20/2020,Erie,24,7004,2204,118326
06/21/2020,Erie,31,7035,2224,120550
06/22/2020,Erie,38,7073,2083,122633
06/23/2020,Erie,35,7108,2861,125494
06/24/2020,Erie,30,7138,3065,128559
06/25/2020,Erie,43,7181,2620,131179
06/26/2020,Erie,25,7206,2428,133607
03/02/2020,Essex,0,0,0,0
03/03/2020,Essex,0,0,0,0
03/04/2020,Essex,0,0,0,0
03/05/2020,Essex,0,0,0,0
03/06/2020,Essex,0,0,0,0
03/07/2020,Essex,0,0,0,0
03/08/2020,Essex,0,0,0,0
03/09/2020,Essex,0,0,0,0
03/10/2020,Essex,0,0,0,0
03/11/2020,Essex,0,0,0,0
03/12/2020,Essex,0,0,0,0
03/13/2020,Essex,0,0,2,2
03/14/2020,Essex,0,0,1,3
03/15/2020,Essex,0,0,2,5
03/16/2020,Essex,0,0,0,5
03/17/2020,Essex,1,1,2,7
03/18/2020,Essex,0,1,1,8
03/19/2020,Essex,0,1,10,18
03/20/2020,Essex,1,2,5,23
03/21/2020,Essex,1,3,8,31
03/22/2020,Essex,0,3,2,33
03/23/2020,Essex,0,3,11,44
03/24/2020,Essex,1,4,6,50
03/25/2020,Essex,0,4,7,57
03/26/2020,Essex,0,4,6,63
03/27/2020,Essex,0,4,5,68
03/28/2020,Essex,0,4,3,71
03/29/2020,Essex,0,4,3,74
03/30/2020,Essex,0,4,5,79
03/31/2020,Essex,2,6,8,87
04/01/2020,Essex,0,6,2,89
04/02/2020,Essex,0,6,2,91
04/03/2020,Essex,1,7,7,98
04/04/2020,Essex,0,7,4,102
04/05/2020,Essex,0,7,4,106
04/06/2020,Essex,0,7,5,111
04/07/2020,Essex,0,7,4,115
04/08/2020,Essex,1,8,6,121
04/09/2020,Essex,2,10,13,134
04/10/2020,Essex,2,12,4,138
04/11/2020,Essex,0,12,12,150
04/12/2020,Essex,0,12,5,155
04/13/2020,Essex,0,12,24,179
04/14/2020,Essex,0,12,3,182
04/15/2020,Essex,0,12,8,190
04/16/2020,Essex,3,15,6,196
04/17/2020,Essex,1,16,5,201
04/18/2020,Essex,2,18,10,211
04/19/2020,Essex,2,20,4,215
04/20/2020,Essex,1,21,5,220
04/21/2020,Essex,1,22,2,222
04/22/2020,Essex,0,22,1,223
04/23/2020,Essex,0,22,6,229
04/24/2020,Essex,2,24,35,264
04/25/2020,Essex,0,24,15,279
04/26/2020,Essex,0,24,27,306
04/27/2020,Essex,2,26,16,322
04/28/2020,Essex,1,27,19,341
04/29/2020,Essex,1,28,22,363
04/30/2020,Essex,0,28,27,390
05/01/2020,Essex,0,28,31,421
05/02/2020,Essex,1,29,23,444
05/03/2020,Essex,0,29,10,454
05/04/2020,Essex,1,30,26,480
05/05/2020,Essex,0,30,18,498
05/06/2020,Essex,0,30,15,513
05/07/2020,Essex,1,31,69,582
05/08/2020,Essex,0,31,64,646
05/09/2020,Essex,1,32,111,757
05/10/2020,Essex,0,32,31,788
05/11/2020,Essex,0,32,12,800
05/12/2020,Essex,0,32,77,877
05/13/2020,Essex,0,32,60,937
05/14/2020,Essex,0,32,34,971
05/15/2020,Essex,0,32,173,1144
05/16/2020,Essex,1,33,146,1290
05/17/2020,Essex,0,33,161,1451
05/18/2020,Essex,1,34,16,1467
05/19/2020,Essex,0,34,43,1510
05/20/2020,Essex,2,36,162,1672
05/21/2020,Essex,0,36,115,1787
05/22/2020,Essex,0,36,89,1876
05/23/2020,Essex,0,36,182,2058
05/24/2020,Essex,0,36,88,2146
05/25/2020,Essex,0,36,68,2214
05/26/2020,Essex,0,36,71,2285
05/27/2020,Essex,0,36,85,2370
05/28/2020,Essex,0,36,151,2521
05/29/2020,Essex,0,36,95,2616
05/30/2020,Essex,1,37,258,2874
05/31/2020,Essex,0,37,144,3018
06/01/2020,Essex,1,38,64,3082
06/02/2020,Essex,0,38,109,3191
06/03/2020,Essex,0,38,193,3384
06/04/2020,Essex,0,38,106,3490
06/05/2020,Essex,0,38,96,3586
06/06/2020,Essex,0,38,178,3764
06/07/2020,Essex,1,39,160,3924
06/08/2020,Essex,1,40,25,3949
06/09/2020,Essex,0,40,147,4096
06/10/2020,Essex,0,40,159,4255
06/11/2020,Essex,0,40,135,4390
06/12/2020,Essex,0,40,75,4465
06/13/2020,Essex,0,40,196,4661
06/14/2020,Essex,0,40,74,4735
06/15/2020,Essex,0,40,65,4800
06/16/2020,Essex,0,40,47,4847
06/17/2020,Essex,0,40,105,4952
06/18/2020,Essex,0,40,172,5124
06/19/2020,Essex,1,41,78,5202
06/20/2020,Essex,0,41,109,5311
06/21/2020,Essex,0,41,79,5390
06/22/2020,Essex,0,41,88,5478
06/23/2020,Essex,0,41,108,5586
06/24/2020,Essex,0,41,100,5686
06/25/2020,Essex,0,41,65,5751
06/26/2020,Essex,1,42,176,5927
03/02/2020,Franklin,0,0,0,0
03/03/2020,Franklin,0,0,0,0
03/04/2020,Franklin,0,0,0,0
03/05/2020,Franklin,0,0,0,0
03/06/2020,Franklin,0,0,0,0
03/07/2020,Franklin,0,0,0,0
03/08/2020,Franklin,0,0,0,0
03/09/2020,Franklin,0,0,0,0
03/10/2020,Franklin,0,0,0,0
03/11/2020,Franklin,0,0,0,0
03/12/2020,Franklin,0,0,1,1
03/13/2020,Franklin,0,0,0,1
03/14/2020,Franklin,0,0,1,2
03/15/2020,Franklin,0,0,0,2
03/16/2020,Franklin,0,0,3,5
03/17/2020,Franklin,0,0,1,6
03/18/2020,Franklin,0,0,5,11
03/19/2020,Franklin,0,0,6,17
03/20/2020,Franklin,0,0,5,22
03/21/2020,Franklin,0,0,10,32
03/22/2020,Franklin,0,0,8,40
03/23/2020,Franklin,0,0,3,43
03/24/2020,Franklin,1,1,4,47
03/25/2020,Franklin,0,1,5,52
03/26/2020,Franklin,1,2,11,63
03/27/2020,Franklin,2,4,10,73
03/28/2020,Franklin,2,6,9,82
03/29/2020,Franklin,0,6,14,96
03/30/2020,Franklin,3,9,10,106
03/31/2020,Franklin,0,9,9,115
04/01/2020,Franklin,0,9,8,123
04/02/2020,Franklin,1,10,19,142
04/03/2020,Franklin,0,10,4,146
04/04/2020,Franklin,0,10,6,152
04/05/2020,Franklin,0,10,5,157
04/06/2020,Franklin,0,10,5,162
04/07/2020,Franklin,0,10,7,169
04/08/2020,Franklin,1,11,5,174
04/09/2020,Franklin,0,11,6,180
04/10/2020,Franklin,0,11,5,185
04/11/2020,Franklin,1,12,8,193
04/12/2020,Franklin,0,12,6,199
04/13/2020,Franklin,1,13,13,212
04/14/2020,Franklin,0,13,4,216
04/15/2020,Franklin,0,13,11,227
04/16/2020,Franklin,0,13,3,230
04/17/2020,Franklin,0,13,9,239
04/18/2020,Franklin,0,13,9,248
04/19/2020,Franklin,0,13,5,253
04/20/2020,Franklin,0,13,3,256
04/21/2020,Franklin,0,13,2,258
04/22/2020,Franklin,0,13,8,266
04/23/2020,Franklin,0,13,9,275
04/24/2020,Franklin,1,14,35,310
04/25/2020,Franklin,0,14,3,313
04/26/2020,Franklin,0,14,17,330
04/27/2020,Franklin,0,14,13,343
04/28/2020,Franklin,1,15,17,360
04/29/2020,Franklin,0,15,14,374
04/30/2020,Franklin,0,15,16,390
05/01/2020,Franklin,0,15,9,399
05/02/2020,Franklin,0,15,9,408
05/03/2020,Franklin,1,16,15,423
05/04/2020,Franklin,0,16,11,434
05/05/2020,Franklin,0,16,15,449
05/06/2020,Franklin,0,16,18,467
05/07/2020,Franklin,1,17,82,549
05/08/2020,Franklin,0,17,24,573
05/09/2020,Franklin,0,17,50,623
05/10/2020,Franklin,0,17,53,676
05/11/2020,Franklin,0,17,91,767
05/12/2020,Franklin,0,17,52,819
05/13/2020,Franklin,0,17,56,875
05/14/2020,Franklin,0,17,48,923
05/15/2020,Franklin,1,18,196,1119
05/16/2020,Franklin,0,18,126,1245
05/17/2020,Franklin,0,18,285,1530
05/18/2020,Franklin,0,18,9,1539
05/19/2020,Franklin,0,18,55,1594
05/20/2020,Franklin,1,19,245,1839
05/21/2020,Franklin,0,19,194,2033
05/22/2020,Franklin,1,20,83,2116
05/23/2020,Franklin,0,20,178,2294
05/24/2020,Franklin,0,20,138,2432
05/25/2020,Franklin,0,20,219,2651
05/26/2020,Franklin,0,20,84,2735
05/27/2020,Franklin,0,20,157,2892
05/28/2020,Franklin,1,21,118,3010
05/29/2020,Franklin,1,22,129,3139
05/30/2020,Franklin,0,22,151,3290
05/31/2020,Franklin,1,23,167,3457
06/01/2020,Franklin,0,23,42,3499
06/02/2020,Franklin,0,23,222,3721
06/03/2020,Franklin,0,23,262,3983
06/04/2020,Franklin,0,23,120,4103
06/05/2020,Franklin,0,23,207,4310
06/06/2020,Franklin,0,23,198,4508
06/07/2020,Franklin,0,23,272,4780
06/08/2020,Franklin,0,23,53,4833
06/09/2020,Franklin,0,23,127,4960
06/10/2020,Franklin,0,23,156,5116
06/11/2020,Franklin,1,24,205,5321
06/12/2020,Franklin,1,25,142,5463
06/13/2020,Franklin,0,25,162,5625
06/14/2020,Franklin,0,25,160,5785
06/15/2020,Franklin,0,25,67,5852
06/16/2020,Franklin,0,25,54,5906
06/17/2020,Franklin,1,26,136,6042
06/18/2020,Franklin,1,27,163,6205
06/19/2020,Franklin,0,27,251,6456
06/20/2020,Franklin,0,27,147,6603
06/21/2020,Franklin,0,27,200,6803
06/22/2020,Franklin,1,28,39,6842
06/23/2020,Franklin,0,28,55,6897
06/24/2020,Franklin,0,28,90,6987
06/25/2020,Franklin,0,28,112,7099
06/26/2020,Franklin,1,29,214,7313
03/02/2020,Fulton,0,0,0,0
03/03/2020,Fulton,0,0,0,0
03/04/2020,Fulton,0,0,0,0
03/05/2020,Fulton,0,0,0,0
03/06/2020,Fulton,0,0,0,0
03/07/2020,Fulton,0,0,0,0
03/08/2020,Fulton,0,0,0,0
03/09/2020,Fulton,0,0,1,1
03/10/2020,Fulton,0,0,1,2
03/11/2020,Fulton,0,0,2,4
03/12/2020,Fulton,0,0,1,5
03/13/2020,Fulton,0,0,1,6
03/14/2020,Fulton,0,0,4,10
03/15/2020,Fulton,0,0,1,11
03/16/2020,Fulton,0,0,1,12
03/17/2020,Fulton,0,0,0,12
03/18/2020,Fulton,1,1,12,24
03/19/2020,Fulton,0,1,6,30
03/20/2020,Fulton,0,1,13,43
03/21/2020,Fulton,0,1,11,54
03/22/2020,Fulton,0,1,11,65
03/23/2020,Fulton,0,1,11,76
03/24/2020,Fulton,0,1,4,80
03/25/2020,Fulton,0,1,2,82
03/26/2020,Fulton,0,1,5,87
03/27/2020,Fulton,0,1,10,97
03/28/2020,Fulton,0,1,10,107
03/29/2020,Fulton,0,1,12,119
03/30/2020,Fulton,0,1,5,124
03/31/2020,Fulton,1,2,5,129
04/01/2020,Fulton,4,6,10,139
04/02/2020,Fulton,0,6,10,149
04/03/2020,Fulton,3,9,24,173
04/04/2020,Fulton,0,9,12,185
04/05/2020,Fulton,2,11,20,205
04/06/2020,Fulton,2,13,18,223
04/07/2020,Fulton,1,14,6,229
04/08/2020,Fulton,1,15,21,250
04/09/2020,Fulton,3,18,24,274
04/10/2020,Fulton,3,21,17,291
04/11/2020,Fulton,0,21,11,302
04/12/2020,Fulton,0,21,7,309
04/13/2020,Fulton,1,22,75,384
04/14/2020,Fulton,2,24,9,393
04/15/2020,Fulton,1,25,13,406
04/16/2020,Fulton,2,27,16,422
04/17/2020,Fulton,0,27,7,429
04/18/2020,Fulton,0,27,17,446
04/19/2020,Fulton,0,27,3,449
04/20/2020,Fulton,0,27,4,453
04/21/2020,Fulton,1,28,7,460
04/22/2020,Fulton,0,28,5,465
04/23/2020,Fulton,1,29,16,481
04/24/2020,Fulton,32,61,202,683
04/25/2020,Fulton,1,62,29,712
04/26/2020,Fulton,0,62,9,721
04/27/2020,Fulton,4,66,16,737
04/28/2020,Fulton,1,67,27,764
04/29/2020,Fulton,4,71,27,791
04/30/2020,Fulton,4,75,37,828
05/01/2020,Fulton,4,79,34,862
05/02/2020,Fulton,3,82,36,898
05/03/2020,Fulton,2,84,25,923
05/04/2020,Fulton,13,97,63,986
05/05/2020,Fulton,3,100,50,1036
05/06/2020,Fulton,1,101,30,1066
05/07/2020,Fulton,2,103,27,1093
05/08/2020,Fulton,1,104,30,1123
05/09/2020,Fulton,3,107,31,1154
05/10/2020,Fulton,2,109,59,1213
05/11/2020,Fulton,26,135,100,1313
05/12/2020,Fulton,5,140,61,1374
05/13/2020,Fulton,4,144,81,1455
05/14/2020,Fulton,1,145,67,1522
05/15/2020,Fulton,3,148,100,1622
05/16/2020,Fulton,23,171,110,1732
05/17/2020,Fulton,11,182,132,1864
05/18/2020,Fulton,0,182,30,1894
05/19/2020,Fulton,2,184,89,1983
05/20/2020,Fulton,2,186,100,2083
05/21/2020,Fulton,3,189,88,2171
05/22/2020,Fulton,4,193,142,2313
05/23/2020,Fulton,1,194,84,2397
05/24/2020,Fulton,2,196,86,2483
05/25/2020,Fulton,0,196,44,2527
05/26/2020,Fulton,2,198,112,2639
05/27/2020,Fulton,2,200,223,2862
05/28/2020,Fulton,6,206,202,3064
05/29/2020,Fulton,1,207,146,3210
05/30/2020,Fulton,1,208,159,3369
05/31/2020,Fulton,2,210,169,3538
06/01/2020,Fulton,2,212,83,3621
06/02/2020,Fulton,1,213,197,3818
06/03/2020,Fulton,2,215,187,4005
06/04/2020,Fulton,4,219,248,4253
