Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
05/01/2020,New York,321,22496,2606,71413
05/01/2020,Niagara,17,457,269,3052
05/01/2020,Oneida,23,474,185,3760
05/01/2020,Onondaga,43,903,433,11434
05/01/2020,Ontario,1,92,62,1764
05/01/2020,Orange,159,8910,839,28848
05/01/2020,Orleans,1,93,29,680
05/01/2020,Oswego,2,66,30,1658
05/01/2020,Otsego,0,67,88,1374
05/01/2020,Putnam,13,1003,115,4429
05/01/2020,Queens,765,53039,4517,128895
05/01/2020,Rensselaer,13,311,112,3521
05/01/2020,Richmond,157,12094,918,35253
05/01/2020,Rockland,133,11945,779,32195
05/01/2020,Saratoga,3,361,173,5383
05/01/2020,Schenectady,7,521,194,4563
05/01/2020,Schoharie,0,43,16,649
05/01/2020,Schuyler,0,7,7,425
05/01/2020,Seneca,1,42,26,523
05/01/2020,St. Lawrence,0,176,130,2113
05/01/2020,Steuben,1,217,62,2141
05/01/2020,Suffolk,441,34478,2660,96228
05/01/2020,Sullivan,51,931,128,3993
05/01/2020,Tioga,0,90,20,923
05/01/2020,Tompkins,0,128,118,3690
05/01/2020,Ulster,29,1327,362,8780
05/01/2020,Warren,3,185,66,1533
05/01/2020,Washington,14,184,63,1156
05/01/2020,Wayne,2,73,43,1338
05/01/2020,Westchester,394,29626,2359,96801
05/01/2020,Wyoming,1,69,32,616
05/01/2020,Yates,0,18,13,287
04/30/2020,Albany,39,1204,378,10688
04/30/2020,Allegany,0,35,20,563
04/30/2020,Bronx,541,37785,2824,93055
04/30/2020,Broome,15,299,110,2471
04/30/2020,Cattaraugus,2,49,78,987
04/30/2020,Cayuga,3,51,28,985
04/30/2020,Chautauqua,2,35,47,1207
04/30/2020,Chemung,1,123,54,1617
04/30/2020,Chenango,1,99,21,810
04/30/2020,Clinton,2,61,48,796
04/30/2020,Columbia,32,202,76,1378
04/30/2020,Cortland,0,28,31,1143
04/30/2020,Delaware,0,61,24,753
04/30/2020,Dutchess,48,3002,443,15085
04/30/2020,Erie,162,3481,905,17009
04/30/2020,Essex,0,28,27,390
04/30/2020,Franklin,0,15,16,390
04/30/2020,Fulton,4,75,37,828
04/30/2020,Genesee,1,154,29,1035
04/30/2020,Greene,8,139,47,1171
04/30/2020,Hamilton,0,3,2,40
04/30/2020,Herkimer,2,60,28,820
04/30/2020,Jefferson,0,61,37,1555
04/30/2020,Kings,647,45519,3927,115417
04/30/2020,Lewis,0,9,4,318
04/30/2020,Livingston,4,73,43,1068
04/30/2020,Madison,8,139,51,1266
04/30/2020,Monroe,37,1478,579,14594
04/30/2020,Montgomery,1,54,29,727
04/30/2020,Nassau,307,36161,2108,97308
04/30/2020,New York,255,22175,2205,68807
04/30/2020,Niagara,20,440,239,2783
04/30/2020,Oneida,12,451,149,3575
04/30/2020,Onondaga,28,860,334,11001
04/30/2020,Ontario,1,91,91,1702
04/30/2020,Orange,101,8751,787,28009
04/30/2020,Orleans,3,92,23,651
04/30/2020,Oswego,1,64,36,1628
04/30/2020,Otsego,0,67,40,1286
04/30/2020,Putnam,20,990,144,4314
04/30/2020,Queens,643,52274,3689,124378
04/30/2020,Rensselaer,11,298,101,3409
04/30/2020,Richmond,126,11937,849,34335
04/30/2020,Rockland,104,11812,823,31416
04/30/2020,Saratoga,4,358,171,5210
04/30/2020,Schenectady,13,514,195,4369
04/30/2020,Schoharie,1,43,24,633
04/30/2020,Schuyler,0,7,6,418
04/30/2020,Seneca,2,41,22,497
04/30/2020,St. Lawrence,3,176,157,1983
04/30/2020,Steuben,0,216,42,2079
04/30/2020,Suffolk,373,34037,2207,93568
04/30/2020,Sullivan,42,880,122,3865
04/30/2020,Tioga,2,90,19,903
04/30/2020,Tompkins,0,128,61,3572
04/30/2020,Ulster,19,1298,336,8418
04/30/2020,Warren,6,182,94,1467
04/30/2020,Washington,22,170,88,1093
04/30/2020,Wayne,0,71,56,1295
04/30/2020,Westchester,262,29232,1613,94442
04/30/2020,Wyoming,1,68,16,584
04/30/2020,Yates,0,18,12,274
04/29/2020,Albany,98,1165,439,10310
04/29/2020,Allegany,0,35,18,543
04/29/2020,Bronx,644,37244,2977,90231
04/29/2020,Broome,11,284,114,2361
04/29/2020,Cattaraugus,0,47,85,909
04/29/2020,Cayuga,0,48,25,957
04/29/2020,Chautauqua,2,33,39,1160
04/29/2020,Chemung,3,122,84,1563
04/29/2020,Chenango,2,98,25,789
04/29/2020,Clinton,0,59,40,748
04/29/2020,Columbia,5,170,61,1302
04/29/2020,Cortland,0,28,26,1112
04/29/2020,Delaware,1,61,24,729
04/29/2020,Dutchess,73,2954,427,14642
04/29/2020,Erie,123,3319,885,16104
04/29/2020,Essex,1,28,22,363
04/29/2020,Franklin,0,15,14,374
04/29/2020,Fulton,4,71,27,791
04/29/2020,Genesee,1,153,32,1006
04/29/2020,Greene,17,131,59,1124
04/29/2020,Hamilton,0,3,0,38
04/29/2020,Herkimer,0,58,28,792
04/29/2020,Jefferson,1,61,36,1518
04/29/2020,Kings,636,44872,3944,111490
04/29/2020,Lewis,0,9,14,314
04/29/2020,Livingston,2,69,34,1025
04/29/2020,Madison,5,131,12,1215
04/29/2020,Monroe,37,1441,469,14015
04/29/2020,Montgomery,2,53,14,698
04/29/2020,Nassau,349,35854,2424,95200
04/29/2020,New York,316,21920,2299,66602
04/29/2020,Niagara,19,420,154,2544
04/29/2020,Oneida,17,439,145,3426
04/29/2020,Onondaga,50,832,343,10667
04/29/2020,Ontario,0,90,78,1611
04/29/2020,Orange,162,8650,880,27222
04/29/2020,Orleans,4,89,35,628
04/29/2020,Oswego,0,63,45,1592
04/29/2020,Otsego,1,67,45,1246
04/29/2020,Putnam,24,970,251,4170
04/29/2020,Queens,890,51631,4201,120689
04/29/2020,Rensselaer,25,287,142,3308
04/29/2020,Richmond,151,11811,841,33486
04/29/2020,Rockland,122,11708,691,30593
04/29/2020,Saratoga,8,354,195,5039
04/29/2020,Schenectady,22,501,246,4174
04/29/2020,Schoharie,3,42,17,609
04/29/2020,Schuyler,0,7,7,412
04/29/2020,Seneca,1,39,24,475
04/29/2020,St. Lawrence,3,173,277,1826
04/29/2020,Steuben,2,216,63,2037
04/29/2020,Suffolk,399,33664,2193,91361
04/29/2020,Sullivan,27,838,102,3743
04/29/2020,Tioga,4,88,69,884
04/29/2020,Tompkins,1,128,19,3511
04/29/2020,Ulster,27,1279,309,8082
04/29/2020,Warren,24,176,105,1373
04/29/2020,Washington,14,148,58,1005
04/29/2020,Wayne,1,71,54,1239
04/29/2020,Westchester,344,28970,1842,92829
04/29/2020,Wyoming,2,67,17,568
04/29/2020,Yates,1,18,10,262
04/28/2020,Albany,58,1067,351,9871
04/28/2020,Allegany,0,35,26,525
04/28/2020,Bronx,606,36600,2938,87254
04/28/2020,Broome,7,273,87,2247
04/28/2020,Cattaraugus,2,47,76,824
04/28/2020,Cayuga,0,48,34,932
04/28/2020,Chautauqua,1,31,64,1121
04/28/2020,Chemung,6,119,96,1479
04/28/2020,Chenango,1,96,18,764
04/28/2020,Clinton,0,59,23,708
04/28/2020,Columbia,11,165,37,1241
04/28/2020,Cortland,0,28,22,1086
04/28/2020,Delaware,1,60,14,705
04/28/2020,Dutchess,64,2881,566,14215
04/28/2020,Erie,107,3196,716,15219
04/28/2020,Essex,1,27,19,341
04/28/2020,Franklin,1,15,17,360
04/28/2020,Fulton,1,67,27,764
04/28/2020,Genesee,3,152,26,974
04/28/2020,Greene,2,114,24,1065
04/28/2020,Hamilton,0,3,2,38
04/28/2020,Herkimer,0,58,28,764
04/28/2020,Jefferson,0,60,28,1482
04/28/2020,Kings,649,44236,3873,107546
04/28/2020,Lewis,0,9,4,300
04/28/2020,Livingston,2,67,36,991
04/28/2020,Madison,0,126,47,1203
04/28/2020,Monroe,33,1404,530,13546
04/28/2020,Montgomery,2,51,18,684
04/28/2020,Nassau,420,35505,2509,92776
04/28/2020,New York,292,21604,2260,64303
04/28/2020,Niagara,15,401,130,2390
04/28/2020,Oneida,11,422,124,3281
04/28/2020,Onondaga,40,782,386,10324
04/28/2020,Ontario,0,90,60,1533
04/28/2020,Orange,114,8488,602,26342
04/28/2020,Orleans,5,85,26,593
04/28/2020,Oswego,0,63,39,1547
04/28/2020,Otsego,1,66,34,1201
04/28/2020,Putnam,14,946,150,3919
04/28/2020,Queens,812,50741,4061,116488
04/28/2020,Rensselaer,12,262,91,3166
04/28/2020,Richmond,144,11660,935,32645
04/28/2020,Rockland,133,11586,528,29902
04/28/2020,Saratoga,3,346,125,4844
04/28/2020,Schenectady,10,479,184,3928
04/28/2020,Schoharie,1,39,21,592
04/28/2020,Schuyler,0,7,15,405
04/28/2020,Seneca,0,38,13,451
04/28/2020,St. Lawrence,0,170,84,1549
04/28/2020,Steuben,4,214,105,1974
04/28/2020,Suffolk,541,33265,2669,89168
04/28/2020,Sullivan,42,811,114,3641
04/28/2020,Tioga,2,84,68,815
04/28/2020,Tompkins,1,127,119,3492
04/28/2020,Ulster,22,1252,335,7773
04/28/2020,Warren,2,152,12,1268
04/28/2020,Washington,3,134,19,947
04/28/2020,Wayne,0,70,45,1185
04/28/2020,Westchester,381,28626,1843,90987
04/28/2020,Wyoming,2,65,26,551
04/28/2020,Yates,0,17,8,252
04/27/2020,Albany,30,1009,197,9520
04/27/2020,Allegany,0,35,14,499
04/27/2020,Bronx,438,35994,2107,84316
04/27/2020,Broome,5,266,60,2160
04/27/2020,Cattaraugus,0,45,15,748
04/27/2020,Cayuga,0,48,20,898
04/27/2020,Chautauqua,0,30,26,1057
04/27/2020,Chemung,5,113,64,1383
04/27/2020,Chenango,0,95,10,746
04/27/2020,Clinton,0,59,15,685
04/27/2020,Columbia,8,154,33,1204
04/27/2020,Cortland,0,28,7,1064
04/27/2020,Delaware,1,59,16,691
04/27/2020,Dutchess,24,2817,223,13649
04/27/2020,Erie,68,3089,586,14503
04/27/2020,Essex,2,26,16,322
04/27/2020,Franklin,0,14,13,343
04/27/2020,Fulton,4,66,16,737
04/27/2020,Genesee,1,149,28,948
04/27/2020,Greene,1,112,20,1041
04/27/2020,Hamilton,0,3,1,36
04/27/2020,Herkimer,0,58,14,736
04/27/2020,Jefferson,0,60,15,1454
04/27/2020,Kings,573,43587,2940,103673
04/27/2020,Lewis,0,9,6,296
04/27/2020,Livingston,3,65,24,955
04/27/2020,Madison,2,126,26,1156
04/27/2020,Monroe,40,1371,543,13016
04/27/2020,Montgomery,2,49,19,666
04/27/2020,Nassau,220,35085,1499,90267
04/27/2020,New York,215,21312,1650,62043
04/27/2020,Niagara,8,386,89,2260
04/27/2020,Oneida,14,411,132,3157
04/27/2020,Onondaga,16,742,268,9938
04/27/2020,Ontario,4,90,50,1473
04/27/2020,Orange,136,8374,645,25740
04/27/2020,Orleans,0,80,8,567
04/27/2020,Oswego,2,63,40,1508
04/27/2020,Otsego,3,65,33,1167
04/27/2020,Putnam,7,932,82,3769
04/27/2020,Queens,530,49929,2628,112427
04/27/2020,Rensselaer,4,250,39,3075
04/27/2020,Richmond,93,11516,567,31710
04/27/2020,Rockland,87,11453,537,29374
04/27/2020,Saratoga,7,343,116,4719
04/27/2020,Schenectady,12,469,119,3744
04/27/2020,Schoharie,3,38,19,571
04/27/2020,Schuyler,0,7,8,390
04/27/2020,Seneca,0,38,9,438
04/27/2020,St. Lawrence,1,170,19,1465
04/27/2020,Steuben,1,210,58,1869
04/27/2020,Suffolk,254,32724,1429,86499
04/27/2020,Sullivan,21,769,77,3527
04/27/2020,Tioga,11,82,86,747
04/27/2020,Tompkins,0,126,13,3373
04/27/2020,Ulster,11,1230,94,7438
04/27/2020,Warren,3,150,25,1256
04/27/2020,Washington,1,131,13,928
04/27/2020,Wayne,1,70,53,1140
04/27/2020,Westchester,238,28245,1408,89144
04/27/2020,Wyoming,0,63,9,525
04/27/2020,Yates,0,17,3,244
04/26/2020,Albany,31,979,263,9323
04/26/2020,Allegany,0,35,9,485
04/26/2020,Bronx,586,35556,2363,82209
04/26/2020,Broome,4,261,69,2100
04/26/2020,Cattaraugus,0,45,21,733
04/26/2020,Cayuga,1,48,20,878
04/26/2020,Chautauqua,1,30,101,1031
04/26/2020,Chemung,2,108,20,1319
04/26/2020,Chenango,2,95,23,736
04/26/2020,Clinton,2,59,30,670
04/26/2020,Columbia,3,146,22,1171
04/26/2020,Cortland,0,28,16,1057
04/26/2020,Delaware,0,58,21,675
04/26/2020,Dutchess,64,2793,389,13426
04/26/2020,Erie,67,3021,508,13917
04/26/2020,Essex,0,24,27,306
04/26/2020,Franklin,0,14,17,330
04/26/2020,Fulton,0,62,9,721
04/26/2020,Genesee,4,148,20,920
04/26/2020,Greene,1,111,25,1021
04/26/2020,Hamilton,0,3,2,35
04/26/2020,Herkimer,1,58,26,722
04/26/2020,Jefferson,0,60,52,1439
04/26/2020,Kings,527,43014,2684,100733
04/26/2020,Lewis,0,9,14,290
04/26/2020,Livingston,2,62,15,931
04/26/2020,Madison,1,124,16,1130
04/26/2020,Monroe,15,1331,234,12473
04/26/2020,Montgomery,0,47,9,647
04/26/2020,Nassau,343,34865,1871,88768
04/26/2020,New York,324,21097,2007,60393
04/26/2020,Niagara,10,378,95,2171
04/26/2020,Oneida,13,397,128,3025
04/26/2020,Onondaga,34,726,256,9670
04/26/2020,Ontario,2,86,40,1423
04/26/2020,Orange,132,8238,587,25095
04/26/2020,Orleans,0,80,14,559
04/26/2020,Oswego,0,61,33,1468
04/26/2020,Otsego,2,62,38,1134
04/26/2020,Putnam,21,925,127,3687
04/26/2020,Queens,654,49399,2829,109799
04/26/2020,Rensselaer,4,246,83,3036
04/26/2020,Richmond,140,11423,658,31143
04/26/2020,Rockland,110,11366,565,28837
04/26/2020,Saratoga,6,336,114,4603
04/26/2020,Schenectady,8,457,96,3625
04/26/2020,Schoharie,0,35,15,552
04/26/2020,Schuyler,0,7,9,382
04/26/2020,Seneca,0,38,12,429
04/26/2020,St. Lawrence,2,169,27,1446
04/26/2020,Steuben,2,209,10,1811
04/26/2020,Suffolk,411,32470,1826,85070
04/26/2020,Sullivan,24,748,120,3450
04/26/2020,Tioga,0,71,8,661
04/26/2020,Tompkins,0,126,47,3360
04/26/2020,Ulster,29,1219,198,7344
04/26/2020,Warren,12,147,60,1231
04/26/2020,Washington,3,130,37,915
04/26/2020,Wayne,4,69,28,1087
04/26/2020,Westchester,343,28007,1764,87736
04/26/2020,Wyoming,4,63,15,516
04/26/2020,Yates,0,17,3,241
04/25/2020,Albany,49,948,402,9060
04/25/2020,Allegany,0,35,12,476
04/25/2020,Bronx,787,34970,2967,79846
04/25/2020,Broome,6,257,105,2031
04/25/2020,Cattaraugus,0,45,24,712
04/25/2020,Cayuga,0,47,19,858
04/25/2020,Chautauqua,2,29,56,930
04/25/2020,Chemung,3,106,17,1299
04/25/2020,Chenango,2,93,19,713
04/25/2020,Clinton,3,57,28,640
04/25/2020,Columbia,3,143,27,1149
04/25/2020,Cortland,0,28,26,1041
04/25/2020,Delaware,0,58,35,654
04/25/2020,Dutchess,69,2729,485,13037
04/25/2020,Erie,181,2954,795,13409
04/25/2020,Essex,0,24,15,279
04/25/2020,Franklin,0,14,3,313
04/25/2020,Fulton,1,62,29,712
04/25/2020,Genesee,3,144,37,900
04/25/2020,Greene,3,110,36,996
04/25/2020,Hamilton,0,3,1,33
04/25/2020,Herkimer,1,57,31,696
04/25/2020,Jefferson,1,60,27,1387
04/25/2020,Kings,827,42487,3685,98049
04/25/2020,Lewis,0,9,12,276
04/25/2020,Livingston,2,60,61,916
04/25/2020,Madison,2,123,22,1114
04/25/2020,Monroe,31,1316,341,12239
04/25/2020,Montgomery,1,47,35,638
04/25/2020,Nassau,724,34522,3334,86897
04/25/2020,New York,493,20773,2354,58386
04/25/2020,Niagara,24,368,142,2076
04/25/2020,Oneida,20,384,112,2897
04/25/2020,Onondaga,28,692,280,9414
04/25/2020,Ontario,2,84,34,1383
04/25/2020,Orange,133,8106,643,24508
04/25/2020,Orleans,5,80,28,545
04/25/2020,Oswego,4,61,67,1435
04/25/2020,Otsego,0,60,43,1096
04/25/2020,Putnam,19,904,112,3560
04/25/2020,Queens,884,48745,3676,106970
04/25/2020,Rensselaer,21,242,151,2953
04/25/2020,Richmond,154,11283,882,30485
04/25/2020,Rockland,165,11256,677,28272
04/25/2020,Saratoga,10,330,217,4489
04/25/2020,Schenectady,18,449,186,3529
04/25/2020,Schoharie,2,35,29,537
04/25/2020,Schuyler,0,7,10,373
04/25/2020,Seneca,2,38,11,417
04/25/2020,St. Lawrence,11,167,36,1419
04/25/2020,Steuben,3,207,35,1801
04/25/2020,Suffolk,691,32059,2830,83244
04/25/2020,Sullivan,35,724,160,3330
04/25/2020,Tioga,0,71,8,653
04/25/2020,Tompkins,0,126,44,3313
04/25/2020,Ulster,24,1190,207,7146
04/25/2020,Warren,3,135,61,1171
04/25/2020,Washington,14,127,51,878
04/25/2020,Wayne,0,65,36,1059
04/25/2020,Westchester,433,27664,1951,85972
04/25/2020,Wyoming,2,59,19,501
04/25/2020,Yates,1,17,4,238
04/24/2020,Albany,94,899,626,8658
04/24/2020,Allegany,4,35,61,464
04/24/2020,Bronx,1482,34183,4800,76879
04/24/2020,Broome,19,251,212,1926
04/24/2020,Cattaraugus,6,45,102,688
04/24/2020,Cayuga,8,47,191,839
04/24/2020,Chautauqua,0,27,97,874
04/24/2020,Chemung,24,103,228,1282
04/24/2020,Chenango,7,91,144,694
04/24/2020,Clinton,1,54,39,612
04/24/2020,Columbia,11,140,105,1122
04/24/2020,Cortland,3,28,109,1015
04/24/2020,Delaware,7,58,135,619
04/24/2020,Dutchess,143,2660,913,12552
04/24/2020,Erie,170,2773,872,12614
04/24/2020,Essex,2,24,35,264
04/24/2020,Franklin,1,14,35,310
04/24/2020,Fulton,32,61,202,683
04/24/2020,Genesee,14,141,145,863
04/24/2020,Greene,17,107,212,960
04/24/2020,Hamilton,0,3,3,32
04/24/2020,Herkimer,0,56,59,665
04/24/2020,Jefferson,1,59,63,1360
04/24/2020,Kings,1012,41660,4021,94364
04/24/2020,Lewis,0,9,41,264
04/24/2020,Livingston,14,58,295,855
04/24/2020,Madison,15,121,294,1092
04/24/2020,Monroe,86,1285,1134,11898
04/24/2020,Montgomery,7,46,226,603
04/24/2020,Nassau,1033,33798,4225,83563
04/24/2020,New York,426,20280,2110,56032
04/24/2020,Niagara,12,344,107,1934
04/24/2020,Oneida,41,364,401,2785
04/24/2020,Onondaga,25,664,530,9134
04/24/2020,Ontario,9,82,239,1349
04/24/2020,Orange,818,7973,2748,23865
04/24/2020,Orleans,15,75,98,517
04/24/2020,Oswego,6,57,298,1368
04/24/2020,Otsego,10,60,249,1053
04/24/2020,Putnam,266,885,1134,3448
04/24/2020,Queens,1474,47861,5296,103294
04/24/2020,Rensselaer,23,221,209,2802
04/24/2020,Richmond,246,11129,1011,29603
04/24/2020,Rockland,1000,11091,2606,27595
04/24/2020,Saratoga,42,320,642,4272
04/24/2020,Schenectady,134,431,964,3343
04/24/2020,Schoharie,12,33,177,508
04/24/2020,Schuyler,0,7,38,363
04/24/2020,Seneca,18,36,135,406
04/24/2020,St. Lawrence,12,156,64,1383
04/24/2020,Steuben,33,204,556,1766
04/24/2020,Suffolk,762,31368,2860,80414
04/24/2020,Sullivan,61,689,296,3170
04/24/2020,Tioga,31,71,173,645
04/24/2020,Tompkins,5,126,308,3269
04/24/2020,Ulster,190,1166,928,6939
04/24/2020,Warren,10,132,94,1110
04/24/2020,Washington,30,113,134,827
04/24/2020,Wayne,12,65,257,1023
04/24/2020,Westchester,598,27231,2468,84021
04/24/2020,Wyoming,14,57,117,482
04/24/2020,Yates,5,16,41,234
04/23/2020,Albany,47,805,319,8032
04/23/2020,Allegany,1,31,10,403
04/23/2020,Bronx,1042,32701,3691,72079
04/23/2020,Broome,8,232,85,1714
04/23/2020,Cattaraugus,2,39,32,586
04/23/2020,Cayuga,2,39,14,648
04/23/2020,Chautauqua,1,27,74,777
04/23/2020,Chemung,3,79,39,1054
04/23/2020,Chenango,2,84,20,550
04/23/2020,Clinton,1,53,14,573
04/23/2020,Columbia,6,129,35,1017
04/23/2020,Cortland,0,25,30,906
04/23/2020,Delaware,1,51,15,484
04/23/2020,Dutchess,57,2517,374,11639
04/23/2020,Erie,153,2603,982,11742
04/23/2020,Essex,0,22,6,229
04/23/2020,Franklin,0,13,9,275
04/23/2020,Fulton,1,29,16,481
04/23/2020,Genesee,1,127,19,718
04/23/2020,Greene,1,90,31,748
04/23/2020,Hamilton,0,3,0,29
04/23/2020,Herkimer,2,56,27,606
04/23/2020,Jefferson,2,58,37,1297
04/23/2020,Kings,1294,40648,5030,90343
04/23/2020,Lewis,0,9,3,223
04/23/2020,Livingston,3,44,54,560
04/23/2020,Madison,0,106,4,798
04/23/2020,Monroe,47,1199,470,10764
04/23/2020,Montgomery,0,39,6,377
04/23/2020,Nassau,641,32765,2787,79338
04/23/2020,New York,506,19854,2654,53922
04/23/2020,Niagara,37,332,192,1827
04/23/2020,Oneida,6,323,67,2384
04/23/2020,Onondaga,39,639,722,8604
04/23/2020,Ontario,0,73,37,1110
04/23/2020,Orange,339,7155,1213,21117
04/23/2020,Orleans,1,60,13,419
04/23/2020,Oswego,2,51,18,1070
04/23/2020,Otsego,0,50,18,804
04/23/2020,Putnam,4,619,25,2314
04/23/2020,Queens,1483,46387,5468,97998
04/23/2020,Rensselaer,7,198,80,2593
04/23/2020,Richmond,293,10883,1272,28592
04/23/2020,Rockland,263,10091,1255,24989
04/23/2020,Saratoga,13,278,127,3630
04/23/2020,Schenectady,9,297,33,2379
04/23/2020,Schoharie,0,21,13,331
04/23/2020,Schuyler,0,7,18,325
04/23/2020,Seneca,0,18,5,271
04/23/2020,St. Lawrence,5,144,37,1319
04/23/2020,Steuben,0,171,28,1210
04/23/2020,Suffolk,1039,30606,3858,77554
04/23/2020,Sullivan,48,628,253,2874
04/23/2020,Tioga,0,40,10,472
04/23/2020,Tompkins,2,121,108,2961
04/23/2020,Ulster,34,976,208,6011
04/23/2020,Warren,3,122,38,1016
04/23/2020,Washington,3,83,26,693
04/23/2020,Wayne,0,53,12,766
04/23/2020,Westchester,674,26633,2672,81553
04/23/2020,Wyoming,2,43,18,365
04/23/2020,Yates,0,11,5,193
04/22/2020,Albany,21,758,178,7713
04/22/2020,Allegany,0,30,14,393
04/22/2020,Bronx,791,31659,3084,68388
04/22/2020,Broome,5,224,102,1629
04/22/2020,Cattaraugus,0,37,40,554
04/22/2020,Cayuga,1,37,12,634
04/22/2020,Chautauqua,0,26,38,703
04/22/2020,Chemung,1,76,29,1015
04/22/2020,Chenango,3,82,20,530
04/22/2020,Clinton,1,52,11,559
04/22/2020,Columbia,6,123,35,982
04/22/2020,Cortland,0,25,30,876
04/22/2020,Delaware,0,50,21,469
04/22/2020,Dutchess,69,2460,366,11265
04/22/2020,Erie,217,2450,1307,10760
04/22/2020,Essex,0,22,1,223
04/22/2020,Franklin,0,13,8,266
04/22/2020,Fulton,0,28,5,465
04/22/2020,Genesee,4,126,25,699
04/22/2020,Greene,2,89,25,717
04/22/2020,Hamilton,0,3,0,29
04/22/2020,Herkimer,1,54,25,579
04/22/2020,Jefferson,2,56,28,1260
04/22/2020,Kings,873,39354,3526,85313
04/22/2020,Lewis,0,9,8,220
04/22/2020,Livingston,2,41,22,506
04/22/2020,Madison,0,106,7,794
04/22/2020,Monroe,40,1152,500,10294
04/22/2020,Montgomery,1,39,7,371
04/22/2020,Nassau,569,32124,1980,76551
04/22/2020,New York,323,19348,1581,51268
04/22/2020,Niagara,27,295,195,1635
04/22/2020,Oneida,16,317,174,2317
04/22/2020,Onondaga,74,600,705,7882
04/22/2020,Ontario,0,73,31,1073
04/22/2020,Orange,126,6816,399,19904
04/22/2020,Orleans,3,59,11,406
04/22/2020,Oswego,0,49,21,1052
04/22/2020,Otsego,1,50,22,786
04/22/2020,Putnam,4,615,19,2289
04/22/2020,Queens,1191,44904,4142,92530
04/22/2020,Rensselaer,5,191,52,2513
04/22/2020,Richmond,245,10590,1031,27320
04/22/2020,Rockland,129,9828,584,23734
04/22/2020,Saratoga,1,265,52,3503
04/22/2020,Schenectady,8,288,47,2346
04/22/2020,Schoharie,1,21,8,318
04/22/2020,Schuyler,0,7,108,307
04/22/2020,Seneca,0,18,15,266
04/22/2020,St. Lawrence,16,139,94,1282
04/22/2020,Steuben,0,171,24,1182
04/22/2020,Suffolk,713,29567,2428,73696
04/22/2020,Sullivan,19,580,52,2621
04/22/2020,Tioga,1,40,13,462
04/22/2020,Tompkins,0,119,95,2853
04/22/2020,Ulster,29,942,152,5803
04/22/2020,Warren,11,119,40,978
04/22/2020,Washington,7,80,36,667
04/22/2020,Wayne,1,53,13,754
04/22/2020,Westchester,683,25959,2317,78881
04/22/2020,Wyoming,1,41,15,347
04/22/2020,Yates,0,11,8,188
04/21/2020,Albany,33,737,236,7535
04/21/2020,Allegany,0,30,10,379
04/21/2020,Bronx,879,30868,2942,65304
04/21/2020,Broome,14,219,54,1527
04/21/2020,Cattaraugus,2,37,34,514
04/21/2020,Cayuga,0,36,3,622
04/21/2020,Chautauqua,1,26,26,665
04/21/2020,Chemung,0,75,38,986
04/21/2020,Chenango,0,79,17,510
04/21/2020,Clinton,0,51,4,548
04/21/2020,Columbia,4,117,34,947
04/21/2020,Cortland,0,25,5,846
04/21/2020,Delaware,1,50,18,448
04/21/2020,Dutchess,60,2391,313,10899
04/21/2020,Erie,86,2233,347,9453
04/21/2020,Essex,1,22,2,222
04/21/2020,Franklin,0,13,2,258
04/21/2020,Fulton,1,28,7,460
04/21/2020,Genesee,1,122,17,674
04/21/2020,Greene,0,87,15,692
04/21/2020,Hamilton,0,3,1,29
04/21/2020,Herkimer,3,53,34,554
04/21/2020,Jefferson,0,54,8,1232
04/21/2020,Kings,787,38481,2827,81787
04/21/2020,Lewis,0,9,1,212
04/21/2020,Livingston,0,39,15,484
04/21/2020,Madison,0,106,3,787
04/21/2020,Monroe,42,1112,409,9794
04/21/2020,Montgomery,1,38,3,364
04/21/2020,Nassau,476,31555,1697,74571
04/21/2020,New York,326,19025,1430,49687
04/21/2020,Niagara,8,268,49,1440
04/21/2020,Oneida,17,301,117,2143
04/21/2020,Onondaga,12,526,152,7177
04/21/2020,Ontario,1,73,66,1042
04/21/2020,Orange,129,6690,430,19505
04/21/2020,Orleans,3,56,11,395
04/21/2020,Oswego,0,49,4,1031
04/21/2020,Otsego,0,49,15,764
04/21/2020,Putnam,6,611,31,2270
04/21/2020,Queens,891,43713,3058,88388
04/21/2020,Rensselaer,3,186,49,2461
04/21/2020,Richmond,224,10345,998,26289
04/21/2020,Rockland,131,9699,478,23150
04/21/2020,Saratoga,7,264,101,3451
04/21/2020,Schenectady,7,280,24,2299
04/21/2020,Schoharie,0,20,0,310
04/21/2020,Schuyler,0,7,10,199
04/21/2020,Seneca,0,18,3,251
04/21/2020,St. Lawrence,3,123,6,1188
04/21/2020,Steuben,1,171,41,1158
04/21/2020,Suffolk,700,28854,2188,71268
04/21/2020,Sullivan,6,561,45,2569
04/21/2020,Tioga,2,39,10,449
04/21/2020,Tompkins,0,119,12,2758
04/21/2020,Ulster,20,913,110,5651
04/21/2020,Warren,6,108,33,938
04/21/2020,Washington,5,73,17,631
04/21/2020,Wayne,1,52,16,741
04/21/2020,Westchester,620,25276,2016,76564
04/21/2020,Wyoming,4,40,14,332
04/21/2020,Yates,1,11,1,180
04/20/2020,Albany,17,704,164,7299
04/20/2020,Allegany,0,30,9,369
04/20/2020,Bronx,617,29989,2050,62362
04/20/2020,Broome,6,205,47,1473
04/20/2020,Cattaraugus,1,35,8,480
04/20/2020,Cayuga,0,36,1,619
04/20/2020,Chautauqua,0,25,3,639
