pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
48,Alberta,Alberta,13-06-2020,,7383,0,150,7383,297108,,6830,92.51,67190,,37,0.50,166.97,3.39,1,2.03,5779,,19,5.46,403,9.11,391,8.84,7,0.16,245,5.54,4,0.09,35,0.79,1,0.01
47,Saskatchewan,Saskatchewan,13-06-2020,,664,0,13,664,49412,,628,94.58,41921,,1,0.15,56.33,1.10,0,1.96,508,,1,3.46,23,1.95,19,1.61,3,0.25,14,1.19,2,0.17,2,0.17,0,0.02
46,Manitoba,Manitoba,13-06-2020,,292,11,7,303,52048,,289,95.38,37736,,2,0.66,21.97,0.51,0,2.31,646,,0,2.31,7,0.51,9,0.65,0,0.00,3,0.22,0,0.00,0,0.03,0,0.00
35,Ontario,Ontario,13-06-2020,,31992,0,2517,31992,948410,,26538,82.95,64369,,266,0.84,217.13,17.08,9,7.87,26559,,351,9.18,2937,19.93,4459,30.26,260,1.76,1790,12.15,100,0.68,256,1.74,14,0.10
24,Quebec,Québec,13-06-2020,,53824,0,5195,53824,514868,,21281,39.54,60046,,158,0.29,627.72,60.59,47,9.65,5416,,458,50.81,27348,318.94,3173,37.00,756,8.82,1200,13.99,225,2.62,171,2.00,32,0.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-06-2020,,261,0,3,261,14419,,256,98.08,27617,,0,0.00,49.99,0.57,0,1.15,183,,0,0.77,2,0.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,13-06-2020,,157,0,2,157,33759,,126,80.25,43199,,3,1.95,20.09,0.26,1,1.27,432,,1,18.47,29,3.71,28,3.58,2,0.26,21,2.69,1,0.13,3,0.38,0,0.02
12,Nova Scotia,Nouvelle-Écosse,13-06-2020,,1061,0,62,1061,49644,,996,93.87,50691,,0,0.00,108.34,6.33,0,5.84,620,,1,0.28,3,0.31,5,0.51,2,0.20,3,0.31,1,0.10,0,0.04,0,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,13-06-2020,,27,0,0,27,8241,,27,100.00,51627,,0,0.00,16.91,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,13-06-2020,,11,0,0,11,1235,,11,100.00,29368,,0,0.00,26.16,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,13-06-2020,,5,0,0,5,2177,,5,100.00,48205,,0,0.00,11.07,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,13-06-2020,,0,0,0,0,897,,0,N/A,22794,,0,0.00,0.00,0.00,0,,5,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,13-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,13-06-2020,,98399,11,8117,98410,2113924,,59354,60.31,55622,,467,0.48,258.94,21.36,58,8.25,41828,,831,31.44,30939,81.41,8220,21.63,1034,2.72,3353,8.82,334,0.88,479,1.26,48,0.13
59,British Columbia,Colombie-Britannique,14-06-2020,,2709,0,168,2709,143333,,2354,86.90,27844,,0,0.00,52.63,3.26,0,6.20,1703,,0,6.90,187,3.63,136,2.64,4,0.08,77,1.50,1,0.02,11,0.21,0,0.00
48,Alberta,Alberta,14-06-2020,,7433,0,150,7433,303912,,6861,92.30,68729,,50,0.68,168.10,3.39,0,2.02,6804,,31,5.68,422,9.54,423,9.57,7,0.16,295,6.67,4,0.09,42,0.95,1,0.01
47,Saskatchewan,Saskatchewan,14-06-2020,,665,0,13,665,49843,,628,94.44,42287,,1,0.15,56.42,1.10,0,1.95,431,,0,3.61,24,2.04,19,1.61,2,0.17,15,1.27,2,0.17,2,0.18,0,0.02
46,Manitoba,Manitoba,14-06-2020,,293,11,7,304,52650,,289,95.07,38173,,1,0.33,22.04,0.51,0,2.30,602,,0,2.63,8,0.58,9,0.65,0,0.00,4,0.29,0,0.00,1,0.04,0,0.00
35,Ontario,Ontario,14-06-2020,,32189,0,2529,32189,970926,,26961,83.76,65897,,197,0.62,218.47,17.16,12,7.86,22516,,423,8.38,2699,18.32,4330,29.39,253,1.72,1572,10.67,93,0.63,225,1.52,13,0.09
24,Quebec,Québec,14-06-2020,,53952,0,5222,53952,520873,,21742,40.30,60746,,128,0.24,629.21,60.90,27,9.68,6005,,461,50.02,26988,314.74,2893,33.74,581,6.78,1103,12.86,244,2.85,158,1.84,35,0.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-06-2020,,261,0,3,261,14592,,256,98.08,27949,,0,0.00,49.99,0.57,0,1.15,173,,0,0.77,2,0.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,14-06-2020,,157,0,2,157,33954,,129,82.17,43449,,0,0.00,20.09,0.26,0,1.27,195,,3,16.56,26,3.33,25,3.20,2,0.26,20,2.56,1,0.13,3,0.37,0,0.02
12,Nova Scotia,Nouvelle-Écosse,14-06-2020,,1061,0,62,1061,50066,,996,93.87,51122,,0,0.00,108.34,6.33,0,5.84,422,,0,0.28,3,0.31,5,0.51,2,0.20,2,0.20,1,0.10,0,0.03,0,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,14-06-2020,,27,0,0,27,8241,,27,100.00,51627,,0,0.00,16.91,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,14-06-2020,,11,0,0,11,1235,,11,100.00,29368,,0,0.00,26.16,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,14-06-2020,,5,0,0,5,2177,,5,100.00,48205,,0,0.00,11.07,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,14-06-2020,,0,0,0,0,898,,0,N/A,22819,,0,0.00,0.00,0.00,0,,1,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,14-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,14-06-2020,,98776,11,8156,98787,2152776,,60272,61.01,56644,,377,0.38,259.93,21.46,39,8.26,38852,,918,30.73,30359,79.88,7840,20.63,851,2.24,3088,8.13,346,0.91,441,1.16,49,0.13
59,British Columbia,Colombie-Britannique,15-06-2020,,2745,0,168,2745,143524,,2395,87.25,27881,,36,1.33,53.32,3.26,0,6.12,191,,41,6.63,182,3.54,148,2.88,3,0.06,86,1.67,1,0.02,12,0.24,0,0.00
48,Alberta,Alberta,15-06-2020,,7453,0,151,7453,306887,,6862,92.07,69402,,20,0.27,168.55,3.41,1,2.03,2975,,1,5.90,440,9.95,409,9.25,8,0.18,251,5.68,2,0.05,36,0.81,0,0.01
47,Saskatchewan,Saskatchewan,15-06-2020,,683,0,13,683,50331,,629,92.09,42701,,18,2.71,57.95,1.10,0,1.90,488,,1,6.00,41,3.48,37,3.14,2,0.17,29,2.46,0,0.00,4,0.35,0,0.00
46,Manitoba,Manitoba,15-06-2020,,293,11,7,304,53342,,292,96.05,38674,,0,0.00,22.04,0.51,0,2.30,692,,3,1.64,5,0.36,9,0.65,0,0.00,4,0.29,0,0.00,1,0.04,0,0.00
35,Ontario,Ontario,15-06-2020,,32370,0,2542,32370,991966,,27213,84.07,67325,,181,0.56,219.70,17.25,13,7.85,21040,,252,8.08,2615,17.75,4107,27.87,256,1.74,1510,10.25,82,0.56,216,1.46,12,0.08
24,Quebec,Québec,15-06-2020,,54054,0,5242,54054,524979,,22213,41.09,61225,,102,0.19,630.40,61.13,20,9.70,4106,,471,49.21,26599,310.21,2700,31.49,581,6.78,1007,11.74,258,3.01,144,1.68,37,0.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-06-2020,,261,0,3,261,14694,,257,98.47,28144,,0,0.00,49.99,0.57,0,1.15,102,,1,0.38,1,0.19,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,15-06-2020,,160,0,2,160,34261,,129,80.63,43841,,3,1.91,20.47,0.26,0,1.25,307,,0,18.13,29,3.71,28,3.58,2,0.26,14,1.79,1,0.13,2,0.26,0,0.02
12,Nova Scotia,Nouvelle-Écosse,15-06-2020,,1061,0,62,1061,50313,,996,93.87,51374,,0,0.00,108.34,6.33,0,5.84,247,,0,0.28,3,0.31,4,0.41,2,0.20,2,0.20,1,0.10,0,0.03,0,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,15-06-2020,,27,0,0,27,8750,,27,100.00,54816,,0,0.00,16.91,0.00,0,0.00,509,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,15-06-2020,,11,0,0,11,1235,,11,100.00,29368,,0,0.00,26.16,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,15-06-2020,,5,0,0,5,2215,,5,100.00,49047,,0,0.00,11.07,0.00,0,0.00,38,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,15-06-2020,,0,0,0,0,903,,0,N/A,22946,,0,0.00,0.00,0.00,0,,5,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,15-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,15-06-2020,,99136,11,8190,99147,2183476,,61042,61.57,57452,,360,0.36,260.88,21.55,34,8.26,30700,,770,30.17,29915,78.71,7442,19.58,854,2.25,2903,7.64,345,0.91,415,1.09,49,0.13
59,British Columbia,Colombie-Britannique,16-06-2020,,2756,0,168,2756,145243,,2416,87.66,28215,,11,0.40,53.54,3.26,0,6.10,1719,,21,6.24,172,3.34,155,3.01,3,0.06,87,1.69,1,0.02,12,0.24,0,0.00
48,Alberta,Alberta,16-06-2020,,7482,0,151,7482,312351,,6882,91.98,70638,,29,0.39,169.20,3.41,0,2.02,5464,,20,6.00,449,10.15,425,9.61,8,0.18,253,5.72,0,0.00,36,0.82,0,0.00
47,Saskatchewan,Saskatchewan,16-06-2020,,684,0,13,684,50728,,631,92.25,43038,,1,0.15,58.03,1.10,0,1.90,397,,2,5.85,40,3.39,38,3.22,2,0.17,28,2.38,0,0.00,4,0.34,0,0.00
46,Manitoba,Manitoba,16-06-2020,,293,11,7,304,53860,,292,96.05,39050,,0,0.00,22.04,0.51,0,2.30,518,,0,1.64,5,0.36,7,0.51,0,0.00,4,0.29,0,0.00,1,0.04,0,0.00
35,Ontario,Ontario,16-06-2020,,32554,0,2553,32554,1012980,,27431,84.26,68751,,184,0.57,220.94,17.33,11,7.84,21014,,218,7.89,2570,17.44,3845,26.10,250,1.70,1464,9.94,79,0.54,209,1.42,11,0.08
24,Quebec,Québec,16-06-2020,,54146,0,5269,54146,528245,,22350,41.28,61606,,92,0.17,631.47,61.45,27,9.73,3266,,137,48.99,26527,309.37,2553,29.77,556,6.48,961,11.21,240,2.80,137,1.60,34,0.40
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-06-2020,,261,0,3,261,14902,,257,98.47,28542,,0,0.00,49.99,0.57,0,1.15,208,,0,0.38,1,0.19,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,16-06-2020,,163,0,2,163,34510,,131,80.37,44160,,3,1.88,20.86,0.26,0,1.23,249,,2,18.40,30,3.84,30,3.84,2,0.26,16,2.05,1,0.13,2,0.29,0,0.02
12,Nova Scotia,Nouvelle-Écosse,16-06-2020,,1061,0,62,1061,50516,,997,93.97,51581,,0,0.00,108.34,6.33,0,5.84,203,,1,0.19,2,0.20,4,0.41,2,0.20,1,0.10,0,0.00,0,0.01,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,16-06-2020,,27,0,0,27,8916,,27,100.00,55856,,0,0.00,16.91,0.00,0,0.00,166,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,16-06-2020,,11,0,0,11,1243,,11,100.00,29559,,0,0.00,26.16,0.00,0,0.00,8,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,16-06-2020,,5,0,0,5,2225,,5,100.00,49268,,0,0.00,11.07,0.00,0,0.00,10,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,16-06-2020,,0,0,0,0,935,,0,N/A,23759,,0,0.00,0.00,0.00,0,,32,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,16-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,16-06-2020,,99456,11,8228,99467,2216730,,61443,61.77,58327,,320,0.32,261.72,21.65,38,8.27,33254,,401,29.96,29796,78.40,7057,18.57,823,2.17,2814,7.40,321,0.84,402,1.06,46,0.12
59,British Columbia,Colombie-Britannique,17-06-2020,,2775,0,168,2775,146712,,2422,87.28,28500,,19,0.69,53.91,3.26,0,6.05,1469,,6,6.67,185,3.59,152,2.95,2,0.04,95,1.85,1,0.02,14,0.26,0,0.00
48,Alberta,Alberta,17-06-2020,,7530,0,151,7530,318276,,6893,91.54,71978,,48,0.64,170.29,3.41,0,2.01,5925,,11,6.45,486,10.99,454,10.27,6,0.14,254,5.74,0,0.00,36,0.82,0,0.00
47,Saskatchewan,Saskatchewan,17-06-2020,,693,0,13,693,51127,,633,91.34,43376,,9,1.32,58.79,1.10,0,1.88,399,,2,6.78,47,3.99,46,3.90,2,0.17,35,2.97,0,0.00,5,0.42,0,0.00
46,Manitoba,Manitoba,17-06-2020,,295,11,7,306,54204,,293,95.75,39299,,2,0.66,22.19,0.51,0,2.29,344,,1,1.96,6,0.44,8,0.58,0,0.00,6,0.44,0,0.00,1,0.06,0,0.00
35,Ontario,Ontario,17-06-2020,,32744,0,2565,32744,1036393,,27784,84.85,70340,,190,0.58,222.23,17.41,12,7.83,23413,,353,7.31,2395,16.25,3697,25.09,243,1.65,1403,9.52,80,0.54,200,1.36,11,0.08
24,Quebec,Québec,17-06-2020,,54263,0,5298,54263,533133,,22549,41.56,62176,,117,0.22,632.84,61.79,29,9.76,4888,,199,48.68,26416,308.07,2379,27.74,504,5.88,922,10.75,217,2.53,132,1.54,31,0.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-06-2020,,261,0,3,261,15091,,257,98.47,28904,,0,0.00,49.99,0.57,0,1.15,189,,0,0.38,1,0.19,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,17-06-2020,,164,0,2,164,34992,,133,81.10,44777,,1,0.61,20.99,0.26,0,1.22,482,,2,17.68,29,3.71,29,3.71,2,0.26,13,1.66,1,0.13,2,0.24,0,0.02
12,Nova Scotia,Nouvelle-Écosse,17-06-2020,,1061,0,62,1061,50893,,997,93.97,51966,,0,0.00,108.34,6.33,0,5.84,377,,0,0.19,2,0.20,3,0.31,2,0.20,0,0.00,0,0.00,0,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,17-06-2020,,27,0,0,27,9163,,27,100.00,57403,,0,0.00,16.91,0.00,0,0.00,247,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,17-06-2020,,11,0,0,11,1245,,11,100.00,29606,,0,0.00,26.16,0.00,0,0.00,2,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,17-06-2020,,5,0,0,5,2227,,5,100.00,49312,,0,0.00,11.07,0.00,0,0.00,2,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,17-06-2020,,0,0,0,0,949,,0,N/A,24115,,0,0.00,0.00,0.00,0,,14,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,17-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,17-06-2020,,99842,11,8269,99853,2254481,,62017,62.11,59320,,386,0.39,262.73,21.76,41,8.28,37751,,574,29.61,29567,77.80,6768,17.81,761,2.00,2728,7.18,299,0.79,390,1.03,43,0.11
59,British Columbia,Colombie-Britannique,18-06-2020,,2783,0,168,2783,148500,,2425,87.14,28848,,8,0.29,54.06,3.26,0,6.04,1788,,3,6.83,190,3.69,151,2.93,2,0.04,89,1.73,1,0.02,13,0.25,0,0.00
48,Alberta,Alberta,18-06-2020,,7579,0,152,7579,324964,,6938,91.54,73490,,49,0.65,171.40,3.44,1,2.01,6688,,45,6.45,489,11.06,488,11.04,6,0.14,263,5.95,3,0.07,38,0.85,0,0.01
47,Saskatchewan,Saskatchewan,18-06-2020,,708,0,13,708,51644,,636,89.83,43815,,15,2.16,60.07,1.10,0,1.84,517,,3,8.33,59,5.01,60,5.09,2,0.17,48,4.07,0,0.00,7,0.58,0,0.00
46,Manitoba,Manitoba,18-06-2020,,297,11,7,308,54842,,293,95.13,39762,,2,0.65,22.33,0.51,0,2.27,638,,0,2.60,8,0.58,10,0.73,0,0.00,8,0.58,0,0.00,1,0.08,0,0.00
35,Ontario,Ontario,18-06-2020,,32917,0,2568,32917,1060845,,28004,85.07,72000,,173,0.53,223.41,17.43,3,7.80,24452,,220,7.12,2345,15.92,3514,23.85,201,1.36,1373,9.32,71,0.48,196,1.33,10,0.07
24,Quebec,Québec,18-06-2020,,54383,0,5340,54383,538818,,22754,41.84,62839,,120,0.22,634.24,62.28,42,9.82,5685,,205,48.34,26289,306.59,2240,26.12,455,5.31,898,10.47,235,2.74,128,1.50,34,0.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-06-2020,,261,0,3,261,15303,,258,98.85,29310,,0,0.00,49.99,0.57,0,1.15,212,,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,18-06-2020,,164,0,2,164,35355,,135,82.32,45241,,0,0.00,20.99,0.26,0,1.22,363,,2,16.46,27,3.46,28,3.58,1,0.13,11,1.41,1,0.13,2,0.20,0,0.02
12,Nova Scotia,Nouvelle-Écosse,18-06-2020,,1061,0,62,1061,51358,,997,93.97,52441,,0,0.00,108.34,6.33,0,5.84,465,,0,0.19,2,0.20,3,0.31,1,0.10,0,0.00,0,0.00,0,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,18-06-2020,,27,0,0,27,9286,,27,100.00,58174,,0,0.00,16.91,0.00,0,0.00,123,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,18-06-2020,,11,0,0,11,1250,,11,100.00,29725,,0,0.00,26.16,0.00,0,0.00,5,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,18-06-2020,,5,0,0,5,2231,,5,100.00,49401,,0,0.00,11.07,0.00,0,0.00,4,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,18-06-2020,,0,0,0,0,968,,0,N/A,24598,,0,0.00,0.00,0.00,0,,19,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,18-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,18-06-2020,,100209,11,8315,100220,2295440,,62496,62.36,60398,,367,0.37,263.70,21.88,46,8.30,40959,,479,29.34,29409,77.38,6494,17.09,668,1.76,2690,7.08,311,0.82,384,1.01,44,0.12
59,British Columbia,Colombie-Britannique,19-06-2020,,2790,0,168,2790,149929,,2444,87.60,29125,,7,0.25,54.20,3.26,0,6.02,1429,,19,6.38,178,3.46,158,3.07,1,0.02,81,1.57,0,0.00,12,0.22,0,0.00
48,Alberta,Alberta,19-06-2020,,7625,0,152,7625,332766,,6961,91.29,75254,,46,0.61,172.44,3.44,0,1.99,7802,,23,6.71,512,11.58,527,11.92,6,0.14,279,6.31,3,0.07,40,0.90,0,0.01
47,Saskatchewan,Saskatchewan,19-06-2020,,716,0,13,716,52278,,636,88.83,44353,,8,1.13,60.75,1.10,0,1.82,634,,0,9.36,67,5.68,67,5.68,2,0.17,53,4.50,0,0.00,8,0.64,0,0.00
46,Manitoba,Manitoba,19-06-2020,,300,11,7,311,55401,,293,94.21,40167,,3,0.97,22.55,0.51,0,2.25,559,,0,3.54,11,0.80,11,0.80,0,0.00,10,0.73,0,0.00,1,0.10,0,0.00
35,Ontario,Ontario,19-06-2020,,33095,0,2579,33095,1087179,,28250,85.36,73787,,178,0.54,224.62,17.50,11,7.79,26334,,246,6.85,2266,15.38,3348,22.72,197,1.34,1369,9.29,71,0.48,196,1.33,10,0.07
24,Quebec,Québec,19-06-2020,,54550,0,5375,54550,545165,,22972,42.11,63579,,167,0.31,636.18,62.69,35,9.85,6347,,218,48.03,26203,305.59,2152,25.10,440,5.13,884,10.31,227,2.65,126,1.47,32,0.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-06-2020,,261,0,3,261,15539,,258,98.85,29762,,0,0.00,49.99,0.57,0,1.15,236,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,19-06-2020,,164,0,2,164,35619,,135,82.32,45579,,0,0.00,20.99,0.26,0,1.22,264,,0,16.46,27,3.46,28,3.58,1,0.13,10,1.28,1,0.13,1,0.18,0,0.02
12,Nova Scotia,Nouvelle-Écosse,19-06-2020,,1061,0,62,1061,51658,,998,94.06,52747,,0,0.00,108.34,6.33,0,5.84,300,,1,0.09,1,0.10,3,0.31,1,0.10,0,0.00,0,0.00,0,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,19-06-2020,,27,0,0,27,9490,,27,100.00,59452,,0,0.00,16.91,0.00,0,0.00,204,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,19-06-2020,,11,0,0,11,1250,,11,100.00,29725,,0,0.00,26.16,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,19-06-2020,,5,0,0,5,2239,,5,100.00,49578,,0,0.00,11.07,0.00,0,0.00,8,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,19-06-2020,,0,0,0,0,974,,0,N/A,24750,,0,0.00,0.00,0.00,0,,6,,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,19-06-2020,,13,0,,13,76,,13,100.00,,,0,0.00,,,,,0,,0,,,,0,,0,,0,,0,,0,,0,
1,Canada,Canada,19-06-2020,,100618,11,8361,100629,2339563,,63003,62.61,61559,,409,0.41,264.78,22.00,46,8.31,44123,,507,29.08,29265,77.00,6294,16.56,648,1.71,2686,7.07,302,0.79,384,1.01,43,0.11
59,British Columbia,Colombie-Britannique,20-06-2020,,2790,0,168,2790,151626,,2444,87.60,29455,,0,0.00,54.20,3.26,0,6.02,1697,,0,6.38,178,3.46,158,3.07,1,0.02,81,1.57,0,0.00,12,0.22,0,0.00
48,Alberta,Alberta,20-06-2020,,7673,0,152,7673,339165,,6996,91.18,76702,,48,0.63,173.52,3.44,0,1.98,6399,,35,6.84,525,11.87,535,12.10,6,0.14,290,6.56,2,0.05,41,0.94,0,0.01
47,Saskatchewan,Saskatchewan,20-06-2020,,726,0,13,726,52798,,639,88.02,44794,,10,1.40,61.59,1.10,0,1.79,520,,3,10.19,74,6.28,76,6.45,2,0.17,62,5.26,0,0.00,9,0.75,0,0.00
46,Manitoba,Manitoba,20-06-2020,,302,11,7,313,56147,,293,93.61,40708,,2,0.64,22.69,0.51,0,2.24,746,,0,4.15,13,0.94,13,0.94,0,0.00,10,0.73,0,0.00,1,0.10,0,0.00
35,Ontario,Ontario,20-06-2020,,33301,0,2610,33301,1113671,,28468,85.49,75585,,206,0.62,226.01,17.71,31,7.84,26492,,218,6.68,2223,15.09,3099,21.03,193,1.31,1309,8.88,93,0.63,187,1.27,13,0.09
24,Quebec,Québec,20-06-2020,,54674,0,5408,54674,551352,,23201,42.44,64301,,124,0.23,637.63,63.07,33,9.89,6187,,229,47.67,26065,303.98,2050,23.91,438,5.11,850,9.91,213,2.48,121,1.42,30,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-06-2020,,261,0,3,261,15700,,258,98.85,30071,,0,0.00,49.99,0.57,0,1.15,161,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,20-06-2020,,164,0,2,164,36184,,135,82.32,46302,,0,0.00,20.99,0.26,0,1.22,565,,0,16.46,27,3.46,28,3.58,1,0.13,7,0.90,0,0.00,1,0.13,0,0.00
12,Nova Scotia,Nouvelle-Écosse,20-06-2020,,1061,0,62,1061,51943,,998,94.06,53038,,0,0.00,108.34,6.33,0,5.84,285,,0,0.09,1,0.10,3,0.31,1,0.10,0,0.00,0,0.00,0,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,20-06-2020,,27,0,0,27,9647,,27,100.00,60435,,0,0.00,16.91,0.00,0,0.00,157,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,20-06-2020,,11,0,0,11,1250,,11,100.00,29725,,0,0.00,26.16,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,20-06-2020,,5,0,0,5,2239,,5,100.00,49578,,0,0.00,11.07,0.00,0,0.00,0,,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
